name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
GeIL Orion RGB AMD Edition 64 GB,,"4,3000","4,16",,Red,10.667,16
GeIL Orion RGB AMD Edition 64 GB,,"4,3200","4,16",,Red,10,16
GeIL Orion RGB AMD Edition 32 GB,,"4,3200","4,8",,Red,10,16
GeIL Orion RGB AMD Edition 64 GB,,"4,3200","4,16",,Red,10,16
GeIL Orion RGB AMD Edition 128 GB,,"4,3200","4,32",,Red,10,16
GeIL Orion RGB AMD Edition 64 GB,,"4,3200","4,16",,Red,11.25,18
GeIL Orion RGB AMD Edition 128 GB,,"4,3200","4,32",,Red,11.25,18
GeIL Orion RGB AMD Edition 64 GB,,"4,3200","4,16",,Red,11.25,18
GeIL Orion RGB AMD Edition 128 GB,,"4,3200","4,32",,Red,11.25,18
GeIL Orion RGB AMD Edition 32 GB,,"4,3200","4,8",,Red,13.75,22
GeIL Orion RGB AMD Edition 64 GB,,"4,3200","4,16",,Red,13.75,22
GeIL Orion RGB AMD Edition 128 GB,,"4,3200","4,32",,Red,13.75,22
GeIL Orion RGB AMD Edition 32 GB,,"4,4000","4,8",,Red,9,18
GeIL Orion RGB AMD Edition 32 GB,,"4,4000","4,8",,Gray,9,18
GeIL Orion RGB AMD Edition 128 GB,,"4,3600","4,32",,Gray,10,18
GeIL Orion RGB AMD Edition 64 GB,,"4,3600","4,16",,Gray,10,18
GeIL Orion RGB AMD Edition 32 GB,,"4,3600","4,8",,Gray,10,18
GeIL Orion RGB AMD Edition 128 GB,,"4,3200","4,32",,Gray,13.75,22
GeIL Orion RGB AMD Edition 64 GB,,"4,3200","4,16",,Gray,13.75,22
GeIL Orion RGB AMD Edition 128 GB,,"4,3200","4,32",,Gray,11.25,18
GeIL Orion RGB AMD Edition 64 GB,,"4,3200","4,16",,Gray,11.25,18
GeIL Orion RGB AMD Edition 128 GB,,"4,3200","4,32",,Gray,11.25,18
GeIL Orion RGB AMD Edition 64 GB,,"4,3200","4,16",,Gray,11.25,18
GeIL Orion RGB AMD Edition 128 GB,,"4,3200","4,32",,Gray,10,16
GeIL Orion RGB AMD Edition 32 GB,,"4,3200","4,8",,Gray,10,16
GeIL Orion RGB AMD Edition 64 GB,,"4,3200","4,16",,Gray,10,16
GeIL Orion RGB AMD Edition 32 GB,,"4,3200","4,8",,Gray,10,16
GeIL Orion RGB AMD Edition 64 GB,,"4,3000","4,16",,Gray,10.667,16
GeIL Orion RGB AMD Edition 128 GB,,"4,2666","4,32",,Gray,14.254,19
GeIL Orion RGB AMD Edition 64 GB,,"4,2666","4,16",,Gray,14.254,19
GeIL Orion RGB AMD Edition 32 GB,,"4,2666","4,8",,Gray,14.254,19
GeIL Orion AMD Edition 16 GB,,"4,2666","2,8",,Red,14.254,19
GeIL Orion AMD Edition 64 GB,,"4,2666","2,32",,Red,14.254,19
GeIL Orion AMD Edition 32 GB,,"4,2666","2,16",,Red,14.254,19
GeIL Orion AMD Edition 16 GB,,"4,3000","2,8",,Red,10.667,16
GeIL Orion AMD Edition 16 GB,,"4,3200","2,8",,Red,10,16
GeIL Orion AMD Edition 64 GB,,"4,3200","2,32",,Red,13.75,22
GeIL Orion AMD Edition 32 GB,,"4,3200","2,16",,Red,13.75,22
GeIL Orion AMD Edition 16 GB,,"4,3200","2,8",,Red,13.75,22
GeIL Orion AMD Edition 32 GB,,"4,3600","2,16",,Red,10,18
GeIL Orion AMD Edition 64 GB,,"4,3600","2,32",,Red,10,18
GeIL Orion AMD Edition 16 GB,,"4,4000","2,8",,Red,8,16
GeIL Orion AMD Edition 64 GB,,"4,4000","2,32",,Red,9,18
GeIL Orion AMD Edition 32 GB,,"4,4000","2,16",,Red,9,18
GeIL Orion AMD Edition 16 GB,,"4,4000","2,8",,Red,9,18
GeIL Orion AMD Edition 16 GB,,"4,4400","2,8",,Red,8.182,18
GeIL Orion AMD Edition 32 GB,,"4,4266","2,16",,Red,8.439,18
GeIL Orion AMD Edition 16 GB,,"4,4266","2,8",,Red,8.439,18
GeIL Orion AMD Edition 64 GB,,"4,2666","2,32",,Gray,14.254,19
GeIL Orion AMD Edition 32 GB,,"4,2666","2,16",,Gray,14.254,19
GeIL Orion AMD Edition 16 GB,,"4,2666","2,8",,Gray,14.254,19
GeIL Orion AMD Edition 32 GB,,"4,3000","2,16",,Gray,10.667,16
GeIL Orion AMD Edition 16 GB,,"4,3200","2,8",,Gray,10,16
GeIL Orion AMD Edition 64 GB,,"4,3200","2,32",,Gray,13.75,22
GeIL Orion AMD Edition 32 GB,,"4,3200","2,16",,Gray,13.75,22
GeIL Orion AMD Edition 16 GB,,"4,3200","2,8",,Gray,13.75,22
GeIL Orion AMD Edition 32 GB,,"4,3600","2,16",,Gray,10,18
GeIL Orion AMD Edition 64 GB,,"4,3600","2,32",,Gray,10,18
GeIL Orion AMD Edition 16 GB,,"4,4000","2,8",,Gray,8,16
GeIL Orion AMD Edition 16 GB,,"4,4000","2,8",,Gray,9,18
GeIL Orion AMD Edition 64 GB,,"4,4000","2,32",,Gray,9,18
GeIL Orion AMD Edition 16 GB,,"4,4266","2,8",,Gray,8.439,18
GeIL Orion AMD Edition 32 GB,,"4,4266","2,16",,Gray,8.439,18
GeIL EVO Potenza AMD Edition 8 GB,,"4,2133","2,4",,Black,14.065,15
GeIL EVO Potenza AMD Edition 32 GB,,"4,2133","2,16",,Black,14.065,15
GeIL EVO Potenza AMD Edition 32 GB,,"4,2400","2,16",,Black,13.333,16
GeIL EVO Potenza AMD Edition 32 GB,,"4,2666","2,16",,Black,12.003,16
GeIL EVO Potenza AMD Edition 32 GB,,"4,2666","2,16",,Black,14.254,19
GeIL EVO Potenza AMD Edition 16 GB,,"4,2666","2,8",,Black,14.254,19
GeIL EVO Potenza AMD Edition 8 GB,,"4,2666","2,4",,Black,14.254,19
GeIL EVO Potenza AMD Edition 16 GB,,"4,3000","2,8",,Black,9.333,14
GeIL EVO Potenza AMD Edition 8 GB,,"4,3000","2,4",,Black,9.333,14
GeIL EVO Potenza AMD Edition 8 GB,,"4,3000","2,4",,Black,10.667,16
GeIL EVO Potenza AMD Edition 8 GB,,"4,3200","2,4",,Black,10,16
GeIL EVO Potenza AMD Edition 64 GB,,"4,3200","2,32",,Black,11.25,18
GeIL EVO Potenza AMD Edition 16 GB,,"4,3600","2,8",,Black,7.778,14
GeIL EVO Potenza AMD Edition 8 GB,,"4,3600","2,4",,Black,7.778,14
GeIL EVO Potenza AMD Edition 8 GB,,"4,3600","2,4",,Black,8.889,16
GeIL EVO Potenza AMD Edition 32 GB,,"4,3600","2,16",,Black,10,18
GeIL EVO Potenza AMD Edition 8 GB,,"4,3600","2,4",,Black,10,18
GeIL EVO Potenza AMD Edition 16 GB,,"4,3600","2,8",,Black,10,18
GeIL EVO Potenza AMD Edition 32 GB,,"4,3600","2,16",,Black,10,18
GeIL EVO Potenza AMD Edition 64 GB,,"4,3600","2,32",,Black,10,18
GeIL EVO Potenza AMD Edition 8 GB,,"4,4000","2,4",,Black,9,18
GeIL EVO Potenza AMD Edition 16 GB,,"4,4000","2,8",,Black,9,18
GeIL EVO Potenza AMD Edition 8 GB,,"4,2400","2,4",,Red,13.333,16
GeIL EVO Potenza AMD Edition 8 GB,,"4,2133","2,4",,Red,14.065,15
GeIL EVO Potenza AMD Edition 32 GB,,"4,2400","2,16",,Red,13.333,16
GeIL EVO Potenza AMD Edition 16 GB,,"4,2400","2,8",,Red,14.167,17
GeIL EVO Potenza AMD Edition 8 GB,,"4,2400","2,4",,Red,14.167,17
GeIL EVO Potenza AMD Edition 32 GB,,"4,2666","2,16",,Red,12.003,16
GeIL EVO Potenza AMD Edition 16 GB,,"4,2666","2,8",,Red,12.003,16
GeIL EVO Potenza AMD Edition 8 GB,,"4,2666","2,4",,Red,12.003,16
GeIL EVO Potenza AMD Edition 8 GB,,"4,3000","2,4",,Red,10.667,16
GeIL EVO Potenza AMD Edition 32 GB,,"4,3200","2,16",,Red,10,16
GeIL EVO Potenza AMD Edition 32 GB,,"4,2666","2,16",,Red,14.254,19
GeIL EVO Potenza AMD Edition 8 GB,,"4,2666","2,4",,Red,14.254,19
GeIL EVO Potenza AMD Edition 16 GB,,"4,3000","2,8",,Red,9.333,14
GeIL EVO Potenza AMD Edition 16 GB,,"4,3600","2,8",,Red,7.778,14
GeIL EVO Potenza AMD Edition 8 GB,,"4,3600","2,4",,Red,7.778,14
GeIL EVO Potenza AMD Edition 64 GB,,"4,3200","2,32",,Red,11.25,18
GeIL EVO Potenza AMD Edition 32 GB,,"4,3200","2,16",,Red,10,16
GeIL EVO Potenza AMD Edition 16 GB,,"4,3600","2,8",,Red,8.889,16
GeIL EVO Potenza AMD Edition 8 GB,,"4,3600","2,4",,Red,8.889,16
GeIL EVO Potenza AMD Edition 32 GB,,"4,3600","2,16",,Red,10,18
GeIL EVO Potenza AMD Edition 8 GB,,"4,3600","2,4",,Red,10,18
GeIL EVO Potenza AMD Edition 32 GB,,"4,3600","2,16",,Red,10,18
GeIL EVO Potenza AMD Edition 64 GB,,"4,3600","2,32",,Red,10,18
GeIL EVO Potenza AMD Edition 8 GB,,"4,4000","2,4",,Red,9,18
GeIL EVO Potenza AMD Edition 16 GB,,"4,4000","2,8",,Red,9,18
GeIL Polaris RGB 8 GB,,"5,4800","1,8",,Red,16.667,40
GeIL Polaris RGB 16 GB,,"5,4800","1,16",,Red,16.667,40
GeIL Polaris RGB 32 GB,,"5,4800","1,32",,Red,16.667,40
GeIL Polaris RGB 32 GB,,"5,4800","1,32",,Gray,16.667,40
GeIL Polaris RGB 16 GB,,"5,4800","1,16",,Gray,16.667,40
GeIL Polaris RGB 32 GB,,"5,4800","1,32",,White,16.667,40
GeIL Polaris RGB 16 GB,,"5,4800","1,16",,White,16.667,40
GeIL Polaris RGB 8 GB,,"5,4800","1,8",,White,16.667,40
GeIL Polaris RGB 16 GB,,"5,4800","2,8",,Gray,16.667,40
GeIL Polaris RGB 64 GB,,"5,4800","2,32",,Gray,16.667,40
GeIL Polaris RGB 64 GB,,"5,4800","2,32",,White,16.667,40
GeIL Polaris RGB 32 GB,,"5,5200","2,16",,Red,13.077,34
GeIL Polaris RGB 32 GB,,"5,5200","2,16",,White,13.077,34
GeIL Polaris RGB 16 GB,,"5,5600","1,16",,White,13.571,38
GeIL Polaris RGB 32 GB,,"5,5600","2,16",,Red,13.571,38
Kingston Fury Renegade RGB 64 GB,,"4,3200","4,16",,Black / Silver,10,16
Addlink Spider 4 16 GB,,"4,3200","1,16",,Black,10,16
Addlink Spider 4 8 GB,,"4,3600","1,8",,Black,10,18
Addlink Spider 4 16 GB,,"4,3600","1,16",,Black,10,18
Addlink Spider 4 16 GB,,"4,3600","2,8",,Black,10,18
Addlink Spider 4 32 GB,,"4,3600","2,16",,Black,10,18
Addlink Spider X4 8 GB,,"4,3600","1,8",,Black,10,18
Addlink Spider X4 16 GB,,"4,3600","1,16",,Black,10,18
Addlink Spider X4 16 GB,,"4,3600","2,8",,Black,10,18
Addlink Spider X4 32 GB,,"4,3600","2,16",,Black,10,18
Addlink Spider N4 8 GB,,"4,3200","1,8",,Green / Black,13.75,22
Addlink Spider N4 16 GB,,"4,3200","1,16",,Green / Black,13.75,22
Addlink Spider N4 32 GB,,"4,3200","1,32",,Green / Black,13.75,22
Addlink Spider N4 32 GB,,"4,3200","2,16",,Green / Black,13.75,22
Addlink Spider N4 64 GB,,"4,3200","2,32",,Green / Black,13.75,22
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,2666","1,32",,Red,13.503,18
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,3000","1,32",,Red,10.667,16
TEAMGROUP T-Force Vulcan Z 16 GB,,"4,3000","1,16",,Red,10.667,16
TEAMGROUP T-Force Vulcan Z 8 GB,,"4,3600","1,8",,Red,11.111,20
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,2666","1,32",,Gray,13.503,18
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,3000","1,32",,Gray,10.667,16
TEAMGROUP T-Force Vulcan Z 16 GB,,"4,3000","1,16",,Gray,10.667,16
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,3200","1,32",,Gray,10,16
TEAMGROUP T-Force Vulcan Z 64 GB,,"4,2666","2,32",,Red,13.503,18
TEAMGROUP T-Force Vulcan Z 64 GB,,"4,3000","2,32",,Red,10.667,16
TEAMGROUP T-Force Vulcan Z 64 GB,,"4,2666","2,32",,Gray,13.503,18
TEAMGROUP T-Force Vulcan Z 64 GB,,"4,3000","2,32",,Gray,10.667,16
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,3000","2,16",,Gray,10.667,16
TEAMGROUP T-Force Vulcan Z 16 GB,,"4,3600","2,8",,Red,11.111,20
TEAMGROUP T-Force Delta RGB 8 GB,,"4,2666","1,8",,Black,12.003,16
TEAMGROUP T-Force Delta RGB 16 GB,,"4,2666","1,16",,Black,12.003,16
TEAMGROUP T-Force Delta RGB 8 GB,,"4,2666","1,8",,White,12.003,16
TEAMGROUP T-Force Delta RGB 16 GB,,"4,2666","1,16",,White,12.003,16
TEAMGROUP T-Force Delta RGB 16 GB,,"4,2666","2,8",,White,12.003,16
TEAMGROUP T-Force Delta RGB 32 GB,,"4,2666","1,32",,Black,13.503,18
TEAMGROUP T-Force Delta RGB 32 GB,,"4,2666","1,32",,White,13.503,18
TEAMGROUP T-Force Delta RGB 32 GB,,"4,3000","1,32",,Black,10.667,16
TEAMGROUP T-Force Delta RGB 16 GB,,"4,3000","1,16",,Black,10.667,16
TEAMGROUP T-Force Delta RGB 8 GB,,"4,3000","1,8",,White,10.667,16
TEAMGROUP T-Force Delta RGB 32 GB,,"4,3200","1,32",,White,10,16
TEAMGROUP T-Force Delta RGB 32 GB,,"4,3000","1,32",,White,10.667,16
TEAMGROUP T-Force Delta RGB 8 GB,,"4,3200","1,8",,White,10,16
TEAMGROUP T-Force Delta RGB 32 GB,,"4,3200","1,32",,White,10,16
TEAMGROUP T-Force Delta RGB 64 GB,,"4,3200","2,32",,White,10,16
TEAMGROUP T-Force Delta RGB 32 GB,,"4,2666","1,32",,Black,13.503,18
Kingston FURY Renegade 16 GB,,"4,2666","1,16",,Black,9.752,13
Kingston FURY Renegade 32 GB,,"4,2666","4,8",,Black,9.752,13
Kingston FURY Renegade 8 GB,,"4,4000","1,8",,Black,9.5,19
G.Skill Trident Z5 RGB 32 GB,,"5,5200","2,16",,Black,13.846,36
G.Skill Trident Z5 RGB 32 GB,,"5,5200","2,16",,White / Black,15.385,40
G.Skill Trident Z5 RGB 32 GB,,"5,5600","2,16",,Black,12.857,36
G.Skill Trident Z5 RGB 32 GB,,"5,5600","2,16",,White / Black,14.286,40
G.Skill Trident Z5 RGB 32 GB,,"5,5600","2,16",,White / Black,14.286,40
G.Skill Trident Z5 RGB 32 GB,,"5,6000","2,16",,Black,13.333,40
G.Skill Trident Z5 RGB 32 GB,,"5,6000","2,16",,Black,13.333,40
Kingston Server Premier 8 GB,71.45,"4,2933","1,8",8.931,,14.32,21
Kingston Server Premier 8 GB,,"4,2933","1,8",,,14.32,21
Kingston Server Premier 16 GB,,"4,2933","1,16",,,14.32,21
Kingston Server Premier 16 GB,,"4,2933","1,16",,,14.32,21
Kingston Server Premier 32 GB,108.64,"4,2666","1,32",3.395,,14.254,19
Kingston Server Premier 32 GB,,"4,2666","1,32",,,14.254,19
Kingston Server Premier 32 GB,100.8,"4,2666","1,32",3.15,,14.254,19
Kingston Server Premier 32 GB,82.26,"4,2666","1,32",2.571,,14.254,19
Kingston Server Premier 16 GB,58.32,"4,2666","1,16",3.645,,14.254,19
Kingston Server Premier 16 GB,,"4,2666","1,16",,,14.254,19
Kingston Server Premier 16 GB,,"4,2666","1,16",,,14.254,19
Kingston Server Premier 16 GB,56.52,"4,2666","1,16",3.533,,14.254,19
Kingston Server Premier 8 GB,30.91,"4,2666","1,8",3.864,,14.254,19
Kingston Server Premier 16 GB,,"4,2933","1,16",,,14.32,21
Kingston Server Premier 16 GB,,"4,2933","1,16",,,14.32,21
Kingston Server Premier 16 GB,48.76,"4,3200","1,16",3.047,,13.75,22
Kingston Server Premier 16 GB,171,"4,3200","1,16",10.688,,13.75,22
Kingston Server Premier 32 GB,,"4,3200","1,32",,,13.75,22
Kingston ValueRAM 4 GB,21.05,"4,2666","1,4",5.263,,14.254,19
G.Skill Ripjaws S5 32 GB,,"5,5200","2,16",,Black,15.385,40
G.Skill Ripjaws S5 32 GB,,"5,5600","2,16",,White,12.857,36
G.Skill Ripjaws S5 32 GB,,"5,5600","2,16",,White,14.286,40
ADATA XPG GAMMIX D20 8 GB,,"4,3600","1,8",,Black / Silver,10,18
ADATA XPG GAMMIX D20 16 GB,,"4,3600","1,16",,Black / Silver,10,18
ADATA XPG GAMMIX D20 16 GB,,"4,3600","1,16",,Black / Silver,10,18
ADATA XPG GAMMIX D20 8 GB,,"4,4133","1,8",,Black / Silver,9.194,19
ADATA XPG GAMMIX D20 16 GB,,"4,3200","2,8",,Black / Silver,10,16
ADATA XPG GAMMIX D20 32 GB,,"4,3600","2,16",,Black / Silver,10,18
ADATA XPG GAMMIX D20 8 GB,,"4,3200","1,8",,Gray / Silver,10,16
ADATA XPG GAMMIX D20 32 GB,,"4,3200","1,32",,Gray / Silver,10,16
ADATA XPG GAMMIX D20 8 GB,,"4,3600","1,8",,Gray / Silver,10,18
ADATA XPG GAMMIX D20 16 GB,,"4,3600","1,16",,Gray / Silver,10,18
ADATA XPG GAMMIX D20 16 GB,,"4,3200","2,8",,Gray / Silver,10,16
ADATA XPG GAMMIX D20 32 GB,,"4,3200","2,16",,Gray / Silver,10,16
ADATA XPG GAMMIX D20 32 GB,,"4,3200","2,16",,Gray / Silver,10,16
ADATA XPG GAMMIX D20 32 GB,,"4,3600","2,16",,Gray / Silver,10,18
ADATA XPG GAMMIX D20 32 GB,,"4,3600","2,16",,Gray / Silver,10,18
ADATA XPG GAMMIX D20 32 GB,,"4,3600","2,16",,Gray / Silver,10,18
ADATA XPG GAMMIX D20 16 GB,,"4,4133","2,8",,Gray / Silver,9.194,19
V-Color XSky RGB 32 GB,,"5,6000","2,16",,White,12,36
V-Color XSky RGB 32 GB,,"5,6000","2,16",,Gold,12,36
V-Color XSky RGB 32 GB,,"5,6000","2,16",,Silver,12,36
V-Color XSky RGB 32 GB,,"5,6400","2,16",,White,10,32
V-Color XSky RGB 32 GB,,"5,6400","2,16",,Gold,10,32
V-Color XSky RGB 32 GB,,"5,6600","2,16",,Black,9.697,32
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"4,4533","2,8",,Black,7.942,18
TEAMGROUP T-Force Xtreem ARGB 64 GB,,"4,3200","8,8",,Black,10,16
TEAMGROUP T-Force Xtreem ARGB 128 GB,,"4,3200","8,16",,Black,10,16
TEAMGROUP T-Force Xtreem ARGB 64 GB,,"4,3600","8,8",,Black,10,18
TEAMGROUP T-Force Xtreem ARGB 128 GB,,"4,3600","8,16",,Black,10,18
Lexar Hades RGB 16 GB,,"4,3200","1,16",,Black,11.25,18
Lexar Hades RGB 32 GB,,"4,3200","2,16",,Black,11.25,18
Lexar Hades OC 8 GB,,"4,3200","1,8",,Gray / Black,11.25,18
Lexar Hades OC 32 GB,,"4,3200","2,16",,Gray / Black,11.25,18
Lexar Hades OC 32 GB,,"4,3200","2,16",,Gray / Black,11.25,18
TEAMGROUP T-Force Vulcan 32 GB,,"5,5600","2,16",,Red,14.286,40
V-Color Prism Pro 32 GB,,"4,3600","2,16",,Silver,10,18
V-Color SKYWALKER PLUS 64 GB,,"4,3200","2,32",,Silver,10,16
TEAMGROUP T-Force Delta RGB 8 GB,,"4,4000","1,8",,Black,10,20
TEAMGROUP T-Force Delta RGB 8 GB,,"4,4000","1,8",,White,10,20
TEAMGROUP T-Force Delta RGB 16 GB,,"4,4000","2,8",,Black,8,16
TEAMGROUP T-Force Delta RGB 16 GB,,"4,4000","2,8",,Black,10,20
TEAMGROUP T-Force Delta RGB 16 GB,,"4,4000","2,8",,White,10,20
TEAMGROUP T-Force Dark Za 64 GB,,"4,3200","2,32",,Black,10,16
TEAMGROUP T-Force Dark Za 32 GB,,"4,4000","2,16",,Black,9,18
TEAMGROUP T-Force Dark Z 16 GB,,"4,2666","2,8",,Red,12.003,16
TEAMGROUP T-Force Dark Z 32 GB,,"4,2666","2,16",,Red,12.003,16
TEAMGROUP T-Force Dark Z 32 GB,,"4,2666","2,16",,Gray,12.003,16
TEAMGROUP T-Force Dark Z 16 GB,,"4,2666","2,8",,Gray,12.003,16
TEAMGROUP T-Force Dark Z 64 GB,,"4,3000","2,32",,Red,10.667,16
TEAMGROUP T-Force Dark Z 64 GB,,"4,3600","2,32",,Gray,8.889,16
TEAMGROUP T-Force Dark Z 16 GB,,"4,3200","2,8",,Red,10,16
TEAMGROUP T-Force Dark Z 32 GB,,"4,3200","2,16",,Red,10,16
TEAMGROUP T-Force Dark Z 64 GB,,"4,3200","2,32",,Red,10,16
TEAMGROUP T-Force Dark Z 64 GB,,"4,2666","2,32",,Gray,13.503,18
TEAMGROUP T-Force Dark Z 64 GB,,"4,3600","2,32",,Red,10,18
TEAMGROUP Elite 4 GB,,"4,2133","1,4",,Black,14.065,15
TEAMGROUP Elite 32 GB,,"4,2133","4,8",,Black,14.065,15
TEAMGROUP Elite 16 GB,,"4,2133","4,4",,Black,14.065,15
TEAMGROUP Elite 8 GB,,"4,2133","2,4",,Black,14.065,15
TEAMGROUP Elite 32 GB,,"4,2400","1,32",,Black,13.333,16
TEAMGROUP Elite 16 GB,,"4,2400","4,4",,Black,13.333,16
TEAMGROUP Elite 32 GB,,"4,2400","2,16",,Black,13.333,16
TEAMGROUP Elite 8 GB,,"4,2400","2,4",,Black,13.333,16
TEAMGROUP Elite 16 GB,,"4,2666","4,4",,Black,14.254,19
TEAMGROUP Elite 16 GB,,"4,2666","2,8",,Black,14.254,19
TEAMGROUP Elite 8 GB,,"4,2666","2,4",,Black,14.254,19
TEAMGROUP Elite 4 GB,,"4,3200","1,4",,Black,13.75,22
TEAMGROUP Elite 8 GB,,"4,3200","2,4",,Black,13.75,22
TEAMGROUP T-Force Xtreem 16 GB,,"4,4800","2,8",,Black / White,8.333,20
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 8 GB,,"4,2400","1,8",,Black / Gold,13.333,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,"4,2400","1,16",,Black / Gold,13.333,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,"4,2400","2,16",,Black / Gold,13.333,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,"4,2666","2,16",,Black / Gold,13.503,18
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 8 GB,,"4,2666","1,8",,Black / Gold,13.503,18
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,"4,2666","1,16",,Black / Gold,13.503,18
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 8 GB,,"4,2933","1,8",,Black / Gold,10.91,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,"4,2933","2,8",,Black / Gold,10.91,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,"4,2933","2,16",,Black / Gold,10.91,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 8 GB,,"4,3200","1,8",,Black / Gold,10,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,"4,3200","1,32",,Black / Gold,10,16
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,,"4,2666","2,8",,Black / Gold,13.503,18
ADATA XPG GAMMIX D45 16 GB,,"4,3600","1,16",,White,10,18
ADATA XPG GAMMIX D45 16 GB,,"4,3200","1,16",,White,10,16
ADATA XPG GAMMIX D45 16 GB,,"4,3600","1,16",,Black,10,18
ADATA XPG GAMMIX D45 32 GB,,"4,3200","1,32",,Black,10,16
ADATA XPG SPECTRIX D50 16 GB,,"4,3600","1,16",,Black,10,18
ADATA XPG SPECTRIX D50 16 GB,,"4,4133","1,16",,Black,9.194,19
V-Color XSky RGB 32 GB,,"5,6200","2,16",,Gold,11.613,36
V-Color XSky RGB 32 GB,,"5,6200","2,16",,Silver,11.613,36
Mushkin Redline Lumina 64 GB,,"4,2666","2,32",,White,12.003,16
Mushkin Redline Lumina 16 GB,,"4,2666","2,8",,White,12.003,16
Mushkin Redline Lumina 32 GB,,"4,2800","2,16",,White,12.143,17
Mushkin Redline Lumina 64 GB,,"4,2800","2,32",,White,12.143,17
Mushkin Redline Lumina 16 GB,,"4,2800","2,8",,White,12.143,17
Mushkin Redline Lumina 32 GB,,"4,3000","2,16",,White,10.667,16
Mushkin Redline Lumina 64 GB,,"4,3000","2,32",,White,10.667,16
Mushkin Redline Lumina 16 GB,,"4,3000","2,8",,White,10.667,16
Mushkin Redline Lumina 32 GB,,"4,3200","2,16",,White,10,16
Mushkin Redline Lumina 32 GB,,"4,2800","2,16",,Black,12.143,17
Mushkin Redline Lumina 64 GB,,"4,2800","2,32",,Black,12.143,17
Mushkin Redline Lumina 16 GB,,"4,2800","2,8",,Black,12.143,17
Mushkin Redline Lumina 32 GB,,"4,3000","2,16",,Black,10.667,16
Mushkin Redline Lumina 64 GB,,"4,3000","2,32",,Black,10.667,16
Mushkin Redline Lumina 16 GB,,"4,3000","2,8",,Black,10.667,16
Mushkin Redline 32 GB,,"4,2400","2,16",,White,12.5,15
Mushkin Redline 16 GB,,"4,2400","2,8",,White,12.5,15
Mushkin Redline 32 GB,,"4,2666","2,16",,White,12.003,16
Mushkin Redline 64 GB,,"4,2666","2,32",,White,12.003,16
Mushkin Redline 16 GB,,"4,2666","2,8",,White,12.003,16
Mushkin Redline 32 GB,,"4,2800","2,16",,White,12.143,17
Mushkin Redline 64 GB,,"4,2800","2,32",,White,12.143,17
Mushkin Redline 16 GB,,"4,2800","2,8",,White,12.143,17
Mushkin Redline 32 GB,,"4,3000","2,16",,White,10.667,16
Mushkin Redline 64 GB,,"4,3000","2,32",,White,10.667,16
Mushkin Redline 16 GB,,"4,3000","2,8",,White,10.667,16
Mushkin Redline 16 GB,79.98,"4,3600","2,8",4.999,White,8.889,16
Mushkin Redline 16 GB,,"4,3600","2,8",,White,10,18
Mushkin Redline 16 GB,,"4,3600","2,8",,Black,10,18
Mushkin Redline 32 GB,,"4,3600","2,16",,Black,10,18
Mushkin Redline 16 GB,,"4,3200","2,8",,Black,10,16
Mushkin Redline 64 GB,,"4,3200","2,32",,Black,10,16
Mushkin Redline 32 GB,,"4,3200","2,16",,Black,10,16
Mushkin Redline 16 GB,,"4,3200","2,8",,Black,8.75,14
Mushkin Redline 16 GB,,"4,3000","2,8",,Black,10.667,16
Mushkin Redline 64 GB,,"4,3000","2,32",,Black,10.667,16
Mushkin Redline 32 GB,,"4,3000","2,16",,Black,10.667,16
Mushkin Redline 64 GB,,"4,2800","2,32",,Black,12.143,17
Mushkin Redline 32 GB,159.5,"4,2800","2,16",4.984,Black,12.143,17
Mushkin Redline 64 GB,,"4,2666","2,32",,Black,12.003,16
Mushkin Redline 32 GB,131.74,"4,2666","2,16",4.117,Black,12.003,16
Mushkin Redline 64 GB,,"4,2400","2,32",,Black,12.5,15
Mushkin Redline 32 GB,,"4,2400","2,16",,Black,12.5,15
Mushkin Redline 16 GB,,"3,2400","2,8",,Black,9.167,11
Mushkin Redline 8 GB,,"3,2400","2,4",,Black,9.167,11
Mushkin Redline 8 GB,,"3,2133","2,4",,Black,9.376,10
Mushkin Redline 16 GB,,"3,2133","2,8",,Black,9.376,10
Mushkin Redline 8 GB,,"3,1600","2,4",,Black,11.25,9
Mushkin Redline 64 GB,,"4,3600","2,32",,Black,8.889,16
