name,price,size,color,rpm,airflow,noise_level,pwm
NZXT F140Q (2022),26.98,140,Black,"500,1200","42.92,101","18,23",true
Bitspower Notos 3-Pack,,120,Black / White,"800,1800",,"25,28",true
Silverstone Air Slimmer,,92,Black,"500,2500","5.38,45.73","11.3,32",true
Alphacool Apex Stealth Metal,20.5,120,White / Black,"400,2000",47,24.6,true
Apevia Cosmos 3-Pack,16.98,120,,1350,"57.67,56.67",24.7,false
Thermalright TL-C12CW-X28,,120,White,1550,73.3,25.4,true
Fractal Design Aspect 14 RGB,,140,White,1000,41,19.5,false
Iceberg Thermal IceGALE ARGB 3-Pack,27.99,120,Teal / White,"500,2200",94,"0,38",true
Mars Gaming MF-LINKFINITY,23.28,120,White,"800,2000",69,,true
Corsair iCUE SP140 RGB Pro 2-Pack,,140,Black,1150,62,26,false
Thermaltake TOUGHFAN Turbo,21.88,120,Black,"500,2500",72.69,28.1,true
Thermaltake CT120 EX ARGB Sync 3-Pack,59.99,120,Brown,"500,2000",68,28.5,true
GAMDIAS AEOLUS M2 4-Pack,59.99,120,Black,"700,1500",56,,true
Gelid Solutions Silent 7,9.19,70,Black,2200,19.8,21.8,false
Phanteks PH-F120SK 3-Pack,,120,Black / White,"500,1500",50,27,true
Thermaltake Riing Plus TT 3-Pack,94.98,140,Black,"500,1400",63.19,27.2,true
ARCTIC P14,,140,White / Translucent White,"200,1700",72.8,22.5,true
Thermaltake CT120 EX ARGB Sync 3-Pack,59.99,120,Green / Black,"500,2000",68,28.5,true
Apevia CF12SL-UGN,7.99,120,Green,1700,63.85,29.67,false
Corsair ML140 Pro,,140,Black / Red,"400,2000","20,97","16,37",true
Corsair AF120 (2018) 3-Pack,,120,Black / White,1400,52,26,false
Alphacool Apex Stealth Metal,22.5,120,Silver / Black,"400,3000",70.98,40.1,true
ARCTIC F12,,120,White / Black,1300,74,,false
Deepcool CF 2-Pack,,140,Black,"500,1200",64.13,"19.8,24",true
Alpenföhn Wing Boost 3 ARGB 3-Pack,91.98,120,Black,"700,2200",77.9,36.8,true
ARCTIC F14 PWM PST 5-Pack,,140,Black / White,"200,1350",74,,true
Corsair iCUE ML120 RGB ELITE Premium,,120,White / Gray,"450,2000","14.86,58.1","10,30.4",true
ID-COOLING TF-12025-ARGB-TRIO 3-Pack,,120,Black / White,"500,1500",68.2,"13.8,30.5",true
Jonsbo ZG 3-Pack,,120,Black,"500,1500","20.1,60.45","23.8,29.3",true
Jonsbo ZG 3-Pack,,120,White,"500,1500","20.1,60.45","23.8,29.3",true
Xilence XPF80.R,,80,Red / Black,1500,18.61,17.5,false
ENDORFY Stratus,,140,Black,"200,1200",,,true
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,74.98,140,Blue,"500,1800",94.95,32.8,true
Phanteks F200SP,29.99,200,Black,850,110.1,25,false
Thermaltake TOUGHFAN 14 3-Pack,129.99,140,Black,"500,2000",,30.7,false
Enermax T.B. RGB AD 3-Pack,23,120,Black,"500,1500","13.71,47.53","14,22",true
ARCTIC F8 CO,13.93,80,Black,"850,2000",31,,true
Fractal Design Dynamic GP,,120,Black,1200,52.3,19.39,false
KOLINK UMBRA X 3-Pack,,120,Black,"600,1600",61,24,true
ARCTIC P8 Silent,,80,Black,1600,15.6,,false
Antec Fusion 120 ARGB,,120,Black,"600,2000",57.93,"17.02,31.24",true
Gelid Solutions Silent,8.9,40,Black,4200,4.5,18.89,false
Apevia C 5-Pack,26.95,120,Black / White,1500,57.67,24.7,false
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,59.99,120,Yellow,"500,2000",65.82,31.2,true
Thermaltake CT140 EX ARGB Sync 3-Pack,69.98,140,Green / Black,"500,1800",90.3,30.7,true
Corsair SP120 Quiet,68.36,120,Black,1450,37.85,23,false
Corsair AF120 Quiet 2-Pack,139.31,120,Black / Blue,1500,52.19,25.2,false
ARCTIC F8 Pro,,80,White / Black,2000,33,,false
Corsair ML120 Pro,,120,White / Black,"400,2400","12,75","16,37",true
Corsair HD140 2-Pack,,140,Black / White,"600,1350",74,"18,28.6",true
Thermaltake Riing Trio 12 RGB TT Premium Edition 3-Pack,94.98,120,Black,"500,1500",41.13,25.2,true
Cooler Master SickleFlow,,120,Clear,2000,69,19,false
Corsair AF120 Quiet,,120,Black / Red,1500,52.19,25.2,false
Cooler Master Silencio FP,,120,Black,1400,"16.39,44","6.5,14",true
NZXT Aer P,,120,Black,"500,2000","18.28,73.11","21,36",true
ADATA Vento,,120,Black,1200,45.3,23,false
Corsair iCUE ML RGB ELITE Premium 2-Pack,,140,Black,"400,1600","15,82.9","10,31.8",true
ID-COOLING XF-12025-ARGB (Single),,120,Black / White,"700,1500",62,"18,26.4",true
ARCTIC P14 PST,,140,White / Translucent White,"200,1700",72.8,22.5,true
Bitspower Notos 5-Pack,,120,Black / White,"800,1800",,"25,28",true
Antec Fusion 120 ARGB White,,120,White,"600,2000",57.93,"17.02,31.24",true
Jonsbo ZG 3-Pack,,120,Black,"500,1500","20.1,61.7","23.8,36.8",true
GameMax KF300 3-Pack,,120,Black,"800,1600",44.35,31.21,true
Phanteks FSK 3-Pack,,140,Black / White,"500,1500",,,true
Deepcool FT12 WH,,120,White,"500,2150",75,32,true
Antec NOVA 120,21.44,120,White,"300,3200","44,95.32","21.5,38.7",true
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,69.98,140,Green / Black,"500,1800",94.95,32.8,true
Scythe Kaze Flex RGB,16.95,120,Black / White,"300,1200","16.6,51.17","4,24.9",true
Scythe Wonder Tornado,19.99,120,Black,"350,2500","7.68,75.17","3,35.57",true
be quiet! Shadow Wings 2,25.95,120,White / Black,1100,"38.5,65",15.7,false
Thermaltake TOUGHFAN,19.98,120,White,"500,2000",58.35,22.3,true
Thermaltake TOUGHFAN,,140,White,"500,2000",119.1,"25.2,33.2",true
Aerocool Shark,,120,White,"800,1500","32.5,82.6","12.6,26.5",false
Corsair ML140 Pro,45.57,140,Black / Blue,"400,2000","20,97","16,37",true
Corsair ML Elite,49.91,120,Black,"450,2000","14.86,58.1","10,30.4",true
ID-COOLING TF-12025-ARGB REVERSE,,120,,"500,1500",63.2,"13.8,30.5",true
Geometric Future Squama 2503,19.89,140,White,"800,2400",91.15,34,true
Silverstone VISTA 120F,8.85,120,Black,1500,48,23.1,false
Fractal Design Silent R3,10.61,92,Black / White,1500,24.4,18.3,false
Fractal Design Aspect 14 RGB,,140,Black,1000,41,19.5,false
Enermax UCHF12PARGB-W-BP3 3-Pack,,120,White,"500,1600","22.5,72.1","14,27",true
SeaSonic MAGFLOW ARGB 3-Pack,,120,Black,2000,49.47,30.115,true
Aerocool V12,,120,Translucent Black,1000,29.7,17.3,false
Cooler Master Megaflow,,200,Clear,700,110,19,false
BitFenix Spectre Pro,,230,Black,900,156.27,25.6,false
Phanteks F140SP,,140,Black / White,1200,82.1,19,false
Fractal Design Dynamic GP-12,,120,Black / White,1200,52.3,19.39,false
ARCTIC F12 PST 5-Pack,,120,White / Black,"300,1350",53,,true
be quiet! Silent Wings 3,67,120,Black,2200,73.33,28.6,false
Deepcool RF,,140,Black,"5000,1200",64.13,"19.8,24",true
Cooler Master MasterFan Lite,,120,Black,1200,32,25,false
Deepcool CF,,120,Black,"500,1500",56.5,"17.8,27",true
ARCTIC BioniX P140,,140,Black / Red,"200,1950",77.6,,true
Deepcool CF120 Plus 3-Pack,,120,White,"500,1800",52.5,28.8,true
ARCTIC P12,,120,White,"200,1800",56.3,22.5,true
Azza Hurricane III Digital,18.98,120,White,"1000,1800",49.1,26.29,true
GAMDIAS AEOLUS M2-1203 LITE 3-Pack,,120,Black,1200,46.7,,false
Geometric Future Squama 2505 3-Pack,29.9,120,White,2000,91.3,35.06,true
Thermaltake CT,19.98,200,White,"500,900",131.6,27.2,true
Scythe Kaze Flex Slim,19.49,120,Black / White,"300,1800","8.28,50.79","2.7,30",true
Alphacool Apex Stealth Metal,20.5,120,Black,"400,2000",47,24.6,true
Thermalright TL-15R,7.99,92,,2700,42.58,22.4,true
Cooler Master SickleFlow,,120,Translucent Gray,2000,69.69,19,false
Thermaltake SWAFAN GT14,14.99,140,Black,"500,2000","54.71,58.17","26.5,29.8",true
Antec NOVA 120,25.43,120,Black,"300,3200","44,95.32","21.5,38.7",true
Corsair AF140 Quiet,,140,Black,1150,67.8,24,false
Corsair iCUE SP140 RGB Pro,,140,Black,1150,62,26,false
In Win Sirius Extreme Pure ASE120P 3-Pack,,120,White,"400,1500",54,"21,25",true
Cooler Master SickleFlow,17.98,92,Black,,,,true
Antec Prizm 3+2+C 3-Pack,,120,Black,2000,45.03,32.6,true
Nexus D12SL-12WL,11.12,120,Clear,1000,36.86,18,false
Corsair AF140,,140,Black,1200,66.4,25.5,false
Fractal Design Venturi HP-14,,140,Black,1500,78.09,30.1,true
Fractal Design Aspect 14 RGB 3-Pack,,140,Black,1000,41,19.5,false
EK Quantum Impulse D-RGB,44.99,120,Black / White,"400,1800",57.5,24.3,true
Apevia 12S 10-Pack,,120,Black / White,1350,57.67,24.7,false
SHARKOON Rebel F50,,120,Black,"600,2000",77.65,35,true
Cooler Master SickleFlow,,120,Translucent Gray,2000,69.69,19,false
Evercool EC4028HH12BP,11.99,40,Black,"3000,12000",,46,false
NoiseBlocker Multiframe,,120,Translucent Gray,2000,78.28,29,true
Corsair SP140 2-Pack,,140,Black / Red,1440,49.49,29.3,false
Phanteks F140MP,,140,Black / White,"500,1600",68.09,"17,25.3",true
EK Furious Vardar FF4,,140,Black,2500,144,48.4,true
NZXT Aer RGB,,120,Black,"500,1500","20,61.4","22,31",true
NZXT Aer F,,120,Black,"500,1500","21.01,63.02","22,31",true
NoiseBlocker ELoop B,37.04,140,Black,1200,83.93,24,true
NZXT AER RGB 2 3-Pack,,120,Black,"500,1500","17.48,52.44","22,33",true
Phanteks FSK,51.61,140,Black / White,"500,1500",,,true
Iceberg Thermal IceGALE ARGB,,120,Teal / White,"500,2200",94,"0,38",true
GAMDIAS AEOLUS M2 5-Pack,,120,Black,"700,1500",56,,true
ID-COOLING TF-12025-BLACK,,120,Black,"700,1800",76.16,"15.2,35.2",true
Thermaltake Pure 20 ARGB Sync Case Fan TT Premium Edition,,200,Black,"500,1000",129.54,31.2,true
Cougar VORTEX VK120 3-Pack,,120,Black,"600,1500",48.98,29.8,true
Apevia Lunar Pro 4-Pack,,120,White / Black,1350,57.67,24.7,false
BGears b-ARGB Vortex,,120,White / Black,"600,1800",101,28,true
Rosewill RGBF-S12003 5-Pack,,120,Black,"800,1800",41.2,27.8,false
In Win Neptune AN140 3-Pack,,140,Black / White,"900,1800","41.67,88.89",24.5,true
Antec BIGBOY200,,200,Black,800,134,30,false
EK Loop Fan FPT 140,30.44,140,Black,"600,2200",118.01,44.56,true
Fractal Design Dynamic X2,,120,White,1200,52.3,19.4,false
Scythe Wonder Snail,16.95,120,White,"300,2400","7.68,77.23","3,29.3",true
Silverstone Air Nexus 3-Pack,,120,Black / White,"500,1500",60.4,30,true
SeaSonic MAGFLOW 3-Pack,69.98,120,Black,"600,2000",63.33,"9.9,33.78",true
Evercool Evergreen,10,120,Green,800,30.51,16,false
Noctua B9 redux-1600,14.95,92,Black / Gray,"350,1600",37.85,17.6,false
Fractal Design Dynamic X2 GP,,120,White / Black,1200,52.3,19.4,false
Aerocool Silent Master,15,200,Blue,800,76,18,false
Silverstone Shark Force,,120,Black,,"0,100","0,41.2",true
ENDORFY Zephyr,,80,Black,2100,,,false
Deepcool FT14 WH,,140,White,"500,1650",78.83,25.1,true
ARCTIC F9 Rev. 2,,92,White / Black,"550,1800",43,,true
Akasa Soho AR,35.75,120,Black,"500,2000",52.91,"14.2,31.8",true
Iceberg Thermal IceGALE 2-Pack,14.99,140,Gray,"500,1600",96,"0,36",true
In Win Neptune DN140 Pro,18,140,Black / Red,"900,1800","43.74,91.66",24,true
Prolimatech Ultra Sleek Vortex,,120,Black,"400,1300",55.7,"7,17",true
Thermaltake Riing 3-Pack,,120,Black,"1000,1500",40.6,26.4,true
Fractal Design Prisma AL,,140,White / Black,1000,63.33,19.4,false
Gigabyte AORUS 140 ARGB,,140,Black,"800,1700","30.3,60.64","8.9,35.8",true
Xilence XPF120.W.ARGB,24.95,120,White,"500,1500",68.2,"18,32.5",true
Thermaltake CT140 EX ARGB Sync 3-Pack,69.98,140,Yellow,"500,1800",90.3,30.7,true
BitFenix Spectre,,230,Black,900,97.8,20,false
Apevia CF312SL-UGN 3-Pack,14.95,120,Green,1700,,29.67,false
Cooler Master Super Fan,,120,Black,1200,44.73,19.1,false
Enermax T.B. Apollish,,180,Black / Blue,"600,1200","116,210","15,20",false
NZXT FN V2,,120,Black / White,1200,45,21,false
Phanteks F140MP,,140,Black,"500,1600",68.09,25.3,true
NZXT Aer F,,140,Black,,"34.48,103.43","21,35",true
ARCTIC F14 PST CO,,140,Gray,"600,1350",74,22.5,true
EVGA 400-HY-FX13-KR,,140,Black,"600,2200",113.5,"16,39.5",true
Deepcool RF 2-Pack,,140,Black,"500,1200",64.13,"19.8,24",true
Lian Li Bora Lite 3-Pack,,120,Silver,"900,1500",48.31,28.2,true
NZXT AER RGB 2 2-Pack,,140,Black,"500,1500","30.39,91.19","22,33",true
Corsair AF120 (2018) 3-Pack,,120,Black / White,1400,52,26,false
ARCTIC P14 Silent,,140,Black,950,29.8,20,false
GAMDIAS AEOLus M1,,120,Black,1500,45.2,31,false
Thermaltake Pure Duo 2-Pack,34.98,120,Black,"500,1500",,28,true
EK EK-Vardar EVO 140ER,,140,Black / White,"400,1600",,,true
Akasa Vegas TLX,,120,Black / White,1500,35.2,23.8,false
Iceberg Thermal IceGALE,,80,Gray / White,"800,2000",29,"0,26",true
NZXT F140P (2022),,140,Black,"500,1500","33.22,99.68","19.4,32.1",true
Thermaltake Pure A12,,120,Black,"500,1500",,,true
ID-COOLING WF-14025-XT BLACK,,140,Black,"800,1600",76.8,"16.8,32.6",true
Alpenföhn JetStream 3-Pack,,120,Black,"400,1600",55.326,22.8,true
Gelid Solutions Stella Frost Daisy Chain 3-Pack,,120,White,"500,1600",70,35,true
ID-COOLING ZF-12025,,120,White / Purple,"900,2000",55.2,"16.3,33.5",true
ID-COOLING TF-9215,,92,Black,"800,2800",46,35.2,true
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,69.98,140,Brown,"500,1800",94.95,32.8,true
Thermalright TL-C12CW-X28-S,,120,White,1550,73.3,25.4,true
Thermalright TL-C12C-X28,,120,Black,1550,73.3,25.4,true
Fractal Design Dynamic X2,,140,White,1000,68.4,18.9,false
Thermaltake Blue-Eye,13.83,80,Transparent,"1300,2500",32.92,"17,28",false
Scythe Kaze Flex Slim RGB,15.95,92,Black,"300,2500","4.96,41.3","1.8,23.2",true
Gelid Solutions Stella 5-Pack,,120,Black,"500,1600",70,35,true
Thermalright TL-B14B EXTREM,,140,Black,2000,110.4,31.4,true
NoiseBlocker ELoop B,41.84,140,Black / White,1400,104.93,28.5,false
Thermaltake Riing,17.7,140,Black / Blue,"1000,1400",51.15,"22.1,28.1",false
Apevia C 5-Pack,,120,Black / Red,1500,57.67,24.7,false
SeaSonic MAGFLOW ARGB,49.83,120,Black,2000,49.47,30.115,true
Thermaltake CT140 EX ARGB Sync 3-Pack,55.92,140,Blue,"500,1800",90.3,30.7,true
Akasa Viper,28.3,140,Black / Yellow,"600,1600",109.55,"7,21.7",true
Cougar CFD,31.46,140,Black / White,1000,73.18,18,false
be quiet! Pure Wings 2,18.71,92,Black,"900,1900",33.15,18.6,false
Enermax T.B. RGB 6-Pack,,120,Black,"500,1500",47.53,22,true
Cooler Master MasterFan MF140R,38.9,140,Black,"650,1500",90,33.5,true
Scythe Kaze Flex Slim,,120,Gray / Black,"300,1800","8.28,50.79","2.7,30",true
Iceberg Thermal IceGALE Xtra,8.51,80,Teal / White,"800,3000",37,"0,29",true
In Win Mercury AM120S 3-Pack,,120,Black / White,"400,2000",60.71,"17,29",true
ENDORFY Stratus,,140,Black,"200,1200",,,true
Cooler Master Megaflow,,200,Black,700,110,19,false
Cougar Vortex,,120,Orange,"800,1500",70.5,17.9,false
Evercool EC4020SH12BP,11.98,40,Black,"3000,9000",,32,false
NZXT FX,,140,White,2000,"49.1,98.3","22.1,37",false
Delta Electronics AFB1212HHE-F00,,120,Black,2900,120.07,44,false
Cooler Master Megaflow,,200,Clear,700,110,19,false
BitFenix Spectre,,120,Black,1000,43.5,20,false
Corsair AF120,,120,Purple,1500,52.19,25.2,false
Corsair AF120,,120,White,1500,52.19,25.2,false
Antec TRICOOL,,120,Transparent,2000,79,30,false
Corsair SP120 2-Pack,,120,Black / White,1650,57.24,26.4,false
Corsair ML120 Pro,,120,Black / Blue,"400,2400","12,75","16,37",true
Cooler Master MasterFan Pro Air Balance,,120,Black,"650,2500","42.7,83.1","6,36",true
Cooler Master MasterFan Pro Air Flow,,140,Black,"650,1600","53,106","6,36",true
Thermaltake Riing Plus TT 5-Pack,,140,Black,"500,1400",63.19,27.2,true
Cooler Master MasterFan Pro Air Balance 3-Pack,,120,Black,1300,42.7,20,true
ARCTIC F14 Silent,,140,White / Black,"220,800",46,27.2,false
Lian Li Bora 3-Pack,,120,Black / White,"800,2050",57.2,,true
Silverstone AP,45.98,120,Black / White,"500,1800","6.37,25.5","19.25,23.54",true
Apevia FrostBlade 4-Pack,,120,Black,1350,57.67,24.7,false
SilentiumPC Zephyr 140,,140,Black,600,47,8.9,false
GameMax Velocity ARGB,,120,Black,1500,94.8,23.8,false
Iceberg Thermal IceGALE Xtra,,140,Gray / White,"500,2500",169,"0,47",true
MSI MAG MAX F12A-3H 3-Pack,,120,Black,"600,1500","8,40.1","20,28",true
ID-COOLING XF-12025-ARGB-TRIO SNOW 3-Pack,,120,White,"700,1500",62,"18,26.4",true
Fractal Design Prisma AL,,140,White,"500,1700","31.67,103.85","15.1,34.1",true
Thermalright TL-B9,,92,White,2500,54,23,true
Antec Prizm,,120,Black,2000,45.03,32.6,true
Apevia Twilight 4-Pack,,120,White / Black,1350,57.67,24.7,false
ID-COOLING TF-12015,,120,White,"500,2200",67.58,32.3,true
ID-COOLING XF-120,,120,Black,"700,1800",76.16,"15.2,35.2",true
Vetroo SA-120,,120,Pink,"800,1300","26.05,58.18",36.1,true
Thermalright TL-H12-X28-S,,120,White,2150,80.45,29.4,true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,59.99,120,Brown,"500,2000",65.82,31.2,true
Montech HP 3-Pack,36.99,140,White,"600,1600",95.61,29.2,true
iBuypower GEN 9 Deluxe 3-Pack,39.99,120,White,"500,1800",,,true
Apevia APEVIA CO312L-GN Cosmos 120mm Green LED Ultra Silent Case Fan w/ 16 LEDs & Anti-Vibration Rubber Pads (3 Pack) 3-Pack,16.98,120,,1350,"57.67,56.67",24.7,false
Corsair ML Elite,36.28,120,White,"450,2000","14.86,58.1","10,30.4",true
Vetroo SA-140 3-Pack,29.99,140,White,1200,69.29,33.5,true
Thermaltake Pure,18.27,200,Clear,800,129.63,28.2,false
Corsair ML140 LED ELITE Blue Premium,,140,Black,"400,1600","15,82.9","10,31.8",true
ARCTIC F,,120,Black,"230,1350",53,,true
ARCTIC F8 PWM PST 5-Pack,53.54,80,Black / White,"300,2000",31,,true
Thermaltake TOUGHFAN 12 3-Pack,124.98,120,Black,"500,2000",53.75,21.2,false
Iceberg Thermal IceGALE ARGB 2-Pack,19.98,140,Teal / White,"500,1600",96,"0,36",true
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,69.98,140,Yellow,"500,1800",94.95,32.8,true
BitFenix Spectre,,120,White,1000,43.5,20,false
ARCTIC F9 Pro,,92,White / Black,2000,39,,false
ARCTIC P12,,120,Black / Transparent,"200,1800",56.3,22.5,true
NoiseBlocker NB-ELOOP X ARGB,44.93,120,White,,"0,77.93","0,28.4",true
In Win Saturn ASN120 3-Pack,50.41,120,White / Black,"500,1800",,,true
Antec Neo Prizm T3 3-Pack,,120,Black,"600,2000","19.24,69.86","9.73,31.62",true
Vetroo SA-140,,140,Black,1200,69.29,33.5,true
Silverstone Air Penetrator,,180,White,"500,2000","60,170","17,34",false
Silverstone FQ,20.99,120,White / Blue,"800,1500","37.79,63.8","15.9,24.9",true
Fractal Design Prisma AL 3-Pack,,120,White / Black,1200,50.63,19.5,false
ARCTIC F12 PST,,120,White,"230,1350",53,22.5,true
In Win Neptune DN120,,120,Black,"900,2200","23.87,60.1",20.5,true
Cooler Master R4-L2S-122B-GP 2-Pack,,120,Clear,1200,39.77,19.3,false
Noctua P14 FLX,,140,Brown,"750,1200","41.93,64.95","10.1,19.6",false
Cooler Master R4-S4S-10AK-GP,,140,Black,1000,60.9,16,false
Aerocool AeroFlow,,120,Translucent White,1500,59.12,29.58,false
Fractal Design Silent R2,,140,Black / White,1000,66,18.5,false
BitFenix Spectre Pro,,200,Black,900,148.72,27.5,false
NZXT FN V2,,140,Black / White,1000,50,21,false
Corsair SP120,,120,Black / Purple,1650,57.24,26.4,false
Corsair SP120 2-Pack,,120,Black / Red,1650,57.24,26.4,false
Corsair SP120 2-Pack,,120,Black / Blue,1650,57.24,26.4,false
Phanteks F200SP,,200,Black / White,850,110.1,25,false
Deepcool TF 120,,120,Black / Blue,"500,1800","58.39,76.52","17.6,31.8",true
Phanteks F140SP,,140,Black,1200,82.1,19,false
be quiet! Silent Wings 3,65,140,Black,1000,59.5,15.5,false
BitFenix Spectre Pro,,230,Black / White,900,156.72,25.6,false
EVGA 400-HY-FX12-KR,,120,Black,"500,2400",74.81,"16,39.9",true
Enermax T.B. Silence Adv,,120,Black,"300,1500",63.89,"7,15.8",true
Corsair AF140 (2018) 2-Pack,,140,Black / White,1150,62,26,false
Alpenföhn Wing Boost 3 ARGB,,140,Black,"500,1500",78.9,25.6,true
ARCTIC P8,,80,Black,"200,3000",23.4,,true
ARCTIC BioniX P140,,140,Black / White,"200,1950",77.6,,true
be quiet! Pure Wings 2,,120,Black,2000,65.51,35.9,false
NZXT F140Q (2022),26.98,140,White,"500,1200","42.92,101","18,23",true
ARCTIC F9 PWM,,92,Black,"150,1800",,,true
Thermalright TL-R12,,120,Black,"400,1500","21.76,65.25","15,23",true
Thermaltake SWAFAN 14 3-Pack,118.99,140,Black,"500,2000","71.3,77.6","34.5,10.5",false
Antec Storm T3,,120,Black,"600,2200","18.17,80.47",36.99,true
Thermalright TL-B9,,92,Gray,2500,54,23,true
Thermalright TL-9015,,92,Black,2700,42.58,22.4,true
Thermalright TL-S12-S,,120,Black,1500,47.6,"23,23.2",true
ID-COOLING NO-12015-XT,,120,Black,"500,2000",54.6,"13.8,31.2",true
GameMax KF300R 3-Pack,,120,Black,"800,1600",44.35,31.21,true
SilentiumPC Sigma Pro,,120,Black,"600,1600",,,true
Silverstone Air Penetrator 184i ARGB,,180,Black,,"0,143.21","0,34.5",true
Silverstone AP,45.99,180,Black,"400,1500","24.49,140.13","18,37",true
Thermaltake SWAFAN GT12,29.99,120,Black,"500,2000","54.71,58.17","26.5,29.8",true
Silverstone FM,15.99,120,White,"800,2400",110.03,"17,39.5",false
Noctua NF-A6x25 FLX,16.95,60,Brown,"1600,3000","9.82,17.18","8.19,19.3",false
Aerocool X-Blaster,10.88,80,Translucent Black,4000,52.8,45.6,false
Thermaltake Riing Quad 12 RGB Radiator TT Premium Edition 3-Pack,107.99,120,White,"500,1500",40.9,25,true
ARCTIC BioniX F120,,120,Black / Red,"200,1800",69,24.4,true
NoiseBlocker NB-ELOOP X ARGB,48.33,140,Black,,"0,109.47","0,29.6",true
Fractal Design Silent R3,21.1,50,Black / White,3500,6.8,19,false
BitFenix Spectre,,120,Black,1000,43.5,20,false
Deepcool MF GT 3-Pack,,120,Black,"500,1800",60.6,35,true
SeaSonic MAGFLOW,27.79,120,Black,"600,2000",63.33,"9.9,33.78",true
SilenX Effizio,15.48,80,White,1700,32,15,false
NoiseBlocker BlackSilentPro P-P,14.99,92,Black,1800,38.25,20,true
BitFenix Spectre Pro,,140,White,"500,1800",122.2,29.2,true
Cooler Master JetFlo,,120,Black,"1200,2000",95,36,true
Thermaltake Luna,,200,Black / Red,800,129.63,28.2,false
Thermaltake Riing,14.99,140,Black / Green,"1000,1400",51.15,"22.1,28.1",false
Cooler Master MasterFan MF200R,,200,,800,90,28,false
Cooler Master MasterFan Pro Air Flow 3-Pack,,140,Black,"500,800",53,"6,20",true
be quiet! Shadow Wings 2,19.89,140,White / Black,1100,"49.8,85",14.7,false
Alpenföhn Wing Boost 3 ARGB 3-Pack,,120,White,"700,2200",77.9,36.8,true
Scythe Grand Tornado,19.98,120,Black,"400,2000","12.23,63.25","9.3,23.37",true
Thermaltake Pure ARGB Sync TT Premium Edition 3-Pack,,120,White / Gray,"500,1500",56.45,25.8,true
Corsair AF120 Performance 2-Pack,,120,Black,1650,63.47,30,false
BitFenix Spectre,,230,Black,900,97.8,20,false
Cooler Master Blade Master,,80,Black,"800,3000","10.9,40.79","13,28",true
Cooler Master Blade Master,,120,Black,"600,2000","21.2,76.8","13,32",true
Noctua R8 PWM,,80,Brown,"300,1800","23.19,31.37","10.19,17.1",false
Gelid Solutions FN-SX05-40,,50,White,4000,21.94,23,false
Cougar Dual-X,,140,Blue,1000,73.18,18,false
Zalman F3,,120,Black,"900,1800",,"20,34",false
NZXT FN,,140,White,1300,62.5,26.52,false
NoiseBlocker BlackSilentPro P-1,,120,Black,900,40.02,12,false
Rosewill RFA-80-RL,,80,Red,2500,33.21,22.41,false
Noctua S12B FLX,,120,Brown,"600,1200","28.95,59.21","6,18.1",false
Antec True Quiet,20.46,120,Red,"600,1000","21.2,35.3","8.9,19.89",false
Corsair SP120 Quiet 2-Pack,,120,Black,1450,37.85,23,true
SHARKOON Shark Blade,16.43,120,Black / Red,1000,33,19,false
Raidmax RX-120SR-GY,,120,Black / Gray,1200,38,22,false
LEPA LP-BOL12P-R,,120,Black,"600,1600",81.45,"8,18",true
Corsair SP140 2-Pack,,140,Black / Purple,1440,49.49,29.3,false
Zalman F1,,80,Black / Clear,2000,,"20,23",false
Fractal Design Silent R2,,140,Black,1000,66,18.5,false
Insignia NS-PCF1250,,120,Black,1200,44,22.5,false
Silverstone FN,,120,Black / White,2000,32.6,23.5,false
Fractal Design Venturi HP-12,,120,Black,1800,61.4,31.7,true
Thermaltake Riing,,120,Black / Red,"1000,1500",40.6,"18.7,24.6",false
NZXT Aer RGB 3-Pack,,120,Black,"500,1500","20,61.4","22,31",true
Cooler Master MasterFan Pro Air Pressure,,120,Black,"650,2750","35,62.1","6,36",true
Corsair HD140,,140,Black / White,"600,1350",74,"18,28.6",true
Cooler Master MasterFan Pro Air Flow,,120,Black,"650,1100",48.8,"6,20",true
Thermaltake Riing Plus TT 3-Pack,,120,Black,"500,1500",48.34,24.7,true
Corsair AF120 (2018),,120,Black / White,1400,52,26,false
In Win Sirius Loop ASL,,120,Black,"500,1800",50,27,true
GameMax Mirage RGB,,120,Black,1100,36,25,false
Cougar VORTEX SPB,,120,Black,"600,1500",43.54,26,true
Bitspower Touchaqua NJORD RGB 3-Pack,,120,Black / White,"800,2000",70,29,true
MagniumGear Skiron,,120,Black,1500,50,29,true
SHARKOON RGB SHARK Lights,,120,Black,1000,32.96,15.2,false
ID-COOLING TF-12025-ARGB-SNOW,,120,White,"500,1500",68.2,"13.8,30.5",true
ID-COOLING TF-12025-SW,,120,White,"700,1800",76.16,"15.2,35.2",true
ID-COOLING WF-12025-XT-W,,120,Black,"600,2200",71.2,"14,35",true
ARCTIC P PST,,140,Black / Transparent,,68.9,"0,68.9",true
ARCTIC F8 PWM PST,,80,Black,"300,2000",31,,true
ARCTIC F8 Silent,,80,Black,1200,15.1,,false
Thermalright TL-R12,,120,Black / Gray,"400,1500","21.76,65.25","15,23",true
