name,price,style,switches,backlit,tenkeyless,connection_type,color
Glorious Glorious Gaming,,Gaming,Gateron Brown,Red,false,Wired,Black
Nixeus MK-BL15,,Gaming,Kailh Blue,,true,Wired,Black / Gray
Nixeus MK-BN15,,Gaming,Kailh Brown,,true,Wired,Black / Gray
Nixeus MK-RD15,,Gaming,Kailh Red,,true,Wired,Black / Gray
Cooler Master MasterKeys Pro L,,Standard,Cherry MX Blue,White,false,Wired,Black
Cooler Master MasterKeys Pro L,,Standard,Cherry MX Brown,White,false,Wired,Black
G.Skill Ripjaws KM570,,Gaming,Cherry MX Blue,Red,false,Wired,Black
G.Skill Ripjaws KM570,,Gaming,Cherry MX Red,Red,false,Wired,Black
Logitech G100S Gaming Combo,,Standard,,,false,Wired,Black
Razer Chroma Blackwidow Professional,,Gaming,Razer Green,RGB,false,Wired,Black
Asus ROG Claymore Core,,Gaming,Cherry MX Red,RGB,true,Wired,Black
FNATIC Rush Pro Gaming,,Gaming,Cherry MX Brown,Red,false,Wired,Black
FNATIC Rush Pro Gaming,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Red,,true,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Brown,,true,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Blue,,true,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Blue,,true,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Brown,,true,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Red,,true,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Red,,true,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Brown,,true,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Red,,true,Wired,Black
Corsair K70 LUX RGB,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Corsair K95 RGB PLATINUM DE,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Corsair K95 RGB PLATINUM ND,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Corsair K95 RGB PLATINUM DE,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Corsair K95 RGB PLATINUM ND,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Corsair K95 RGB PLATINUM UK,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Corsair K95 RGB PLATINUM UK,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Gunmetal
Redragon K555 INDRAH RGB,,Gaming,Outemu Blue,RGB,false,Wired,Black
Hcman Hcman H01,,Gaming,CK Blue,Multicolor,true,Wired,Black
NOX Krom Kombat,,Gaming,,Orange,false,Wired,Black
NOX Krom Kratos,,Standard,Kailh Blue,Orange,false,Wired,Black
NOX Krom Kratos,,Gaming,Kailh Brown,Orange,false,Wired,Black
NOX Krom Kratos RGB,,Gaming,Kailh Red,RGB,false,Wired,Black
NOX Krom Kratos TKL,,Gaming,Kailh Brown,Orange,true,Wired,Black
NOX Krom Kratos TKL,,Gaming,Kailh Red,Orange,true,Wired,Black
G.Skill Ripjaws KM570 RGB,,Gaming,Cherry MX Red,RGB,false,Wired,Black
G.Skill Ripjaws KM570 RGB,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
G.Skill Ripjaws KM570,,Gaming,Cherry MX Speed Silver,Red,false,Wired,Black
Plugable MECH87BW,,Standard,Outemu Blue,White,true,Wired,Black
Plugable MECH104BW,,Standard,Outemu Blue,White,false,Wired,Black
RIOTORO Ghostwriter Classic,,Gaming,,Multicolor,false,Wired,Black / Red
RIOTORO Ghostwriter Black Prism,,Standard,Cherry MX Black,RGB,false,Wired,Black / Red
ROCCAT SOVA MK,,Gaming,TTC Brown,Blue,true,Wired,Black
Alienware AW768,,Gaming,Kailh Brown,RGB,false,Wired,Silver
Rosewill NEON K51B,,Gaming,,RGB,false,Wired,Black
Microsoft EKZ-00001,179.99,Slim,,,false,Wireless,Gray
Dell U473D,,Standard,,,false,Wired,Black
Thermaltake Poseidon Z Plus,104.98,Standard,Kailh Blue,Blue,false,Wired,Black
Genius LuxeMate 100,,Mini,,,false,Wired,Black
IOGEAR GKB710L,,Standard,Kailh Blue,Blue,false,Wired,Black
Zalman ZM-K600S,,Standard,,,false,Wired,Black
Zalman ZM-K300M,,Gaming,,,false,Wired,Black
Gigabyte FORCE K83,,Standard,Cherry MX Blue,,false,Wired,Black
Cooler Master MasterSet MS120 (UK),,Gaming,,RGB,false,Wired,Black
Cooler Master MasterSet MS120 (FR),,Gaming,,RGB,false,Wired,Black
Cooler Master MasterSet MS120 (DE),,Gaming,,RGB,false,Wired,Black
Cooler Master MasterSet MS120 (IT),,Gaming,,RGB,false,Wired,Black
Cooler Master MasterSet MS120 (ES),,Gaming,,RGB,false,Wired,Black
Cooler Master MasterKeys S (MX Brown),,Gaming,Cherry MX Brown,,true,Wired,Black
Cooler Master MasterKeys S (MX Red),,Gaming,Cherry MX Red,,true,Wired,Black
Cooler Master MasterKeys S (MX Blue),,Gaming,Cherry MX Blue,,true,Wired,Black
Cooler Master MasterKeys S (MX Green),,Gaming,Cherry MX Green,,true,Wired,Black
Cooler Master MasterKeys S (MX Speed Silver),,Gaming,Cherry MX Speed Silver,,true,Wired,Black
Cooler Master MasterKeys L (MX Brown),,Gaming,Cherry MX Brown,,false,Wired,Black
Cooler Master MasterKeys L (MX Red),,Gaming,Cherry MX Red,,false,Wired,Black
Cooler Master MasterKeys L,,Gaming,Cherry MX Blue,,false,Wired,Black
Cooler Master MasterKeys L (MX Green),,Gaming,Cherry MX Green,,false,Wired,Black
GALAX HOF Black Edition (MX Brown),,Gaming,Cherry MX Brown,White,false,Wired,Black
GALAX HOF Black Edition (MX Blue),,Gaming,Cherry MX Blue,White,false,Wired,Black
Cougar 450K,,Gaming,,Multicolor,false,Wired,Black
Cougar ATTACK X3 (MX Blue),,Gaming,Cherry MX Blue,RGB,false,Wired,Black / White
Cougar DEATHFIRE,,Gaming,,Multicolor,false,Wired,Black
Cooler Master MasterKeys Pro S White (MX Blue),,Standard,Cherry MX Blue,White,true,Wired,Black
Cooler Master MasterKeys Pro S White (MX Brown),,Standard,Cherry MX Brown,White,true,Wired,Black
Cooler Master MasterKeys Pro S White (MX Red),,Standard,Cherry MX Red,White,true,Wired,Black
Cooler Master MasterKeys Pro S White (MX Speed Silver),,Standard,Cherry MX Speed Silver,White,true,Wired,Black
Cooler Master MasterKeys Pro M White (MX Brown),,Standard,Cherry MX Brown,White,false,Wired,Black
Cooler Master MasterKeys Pro M White (MX Blue),,Standard,Cherry MX Blue,White,false,Wired,
Cooler Master MasterKeys Pro M White (MX Red),,Standard,Cherry MX Red,White,false,Wired,Black
Cooler Master MasterKeys Pro L GeForce GTX Edition,,Standard,Cherry MX Red,Green,false,Wired,Black
Ducky Shine 6,,Standard,Cherry MX Blue,,false,Wired,Black
SteelSeries Apex M500,,Standard,Cherry MX Red,Blue,false,Wired,Black
Ducky Shine 6,,Standard,Cherry MX Brown,RGB,false,Wired,Gold / White
HP HyperX Alloy Elite,,Gaming,Cherry MX Red,Red,false,Wired,Black
Corsair K63 Special Edition (MX Red),,Gaming,Cherry MX Red,Blue,true,Wireless,
Trust GXT 280,,Gaming,,Red,false,Wired,Black
Tesoro Gram Spectrum (White w/Red Switches),,Gaming,Tesoro Agile Red,RGB,false,Wired,White
Tomoko CAAA1-CAAA1-VD,,Gaming,Outemu Blue,,false,Wired,Black
Logitech G513 Silver,,Gaming,Romer-G Tactile,RGB,false,Wired,Silver / Black
Redragon Varuna K559,,Gaming,Outemu Blue,RGB,false,Wired,Black
Microsoft WS2-00025,89.99,Standard,,,false,Bluetooth Wireless,Gray
Microsoft 3RA-00022,,Ergonomic,,,false,Bluetooth Wireless,Gray
Ducky Rainbow One White,,Standard,Cherry MX Black,,true,Wired,White
Ducky Rainbow One White,,Standard,Cherry MX Brown,,true,Wired,White
Ducky Rainbow One White,,Standard,Cherry MX Blue,,true,Wired,White
Ducky Rainbow One White,,Standard,Cherry MX Clear,,true,Wired,White
Ducky Rainbow One White,,Standard,Cherry MX White,,true,Wired,White
Ducky Rainbow One White,,Standard,Cherry MX Green,,true,Wired,White
Ducky Rainbow One White,,Standard,Cherry MX Speed Silver,,true,Wired,White
Ducky One Rainbow White,,Standard,Cherry MX Black,,false,Wired,White
Ducky One Rainbow White,,Standard,Cherry MX Brown,,false,Wired,White
Ducky One Rainbow White,,Standard,Cherry MX Blue,,false,Wired,White
Ducky One Rainbow White,,Standard,Cherry MX Red,,false,Wired,White
Ducky One Rainbow White,,Standard,Cherry MX Clear,,false,Wired,White
Ducky One Rainbow White,,Standard,Cherry MX Speed Silver,,false,Wired,White
Velocifire K61WS,,Mini,Outemu Brown,,true,Wireless,Black
Cooler Master MasterKeys Pro M RGB,,Gaming,Cherry MX Blue,,false,Wired,Black
Cooler Master MasterKeys Pro M RGB,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Cooler Master MasterKeys Pro M RGB,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Cooler Master MasterKeys Pro M RGB,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Ducky One,,Gaming,Cherry MX Brown,RGB,true,Wired,Black
SteelSeries Apex M750 UK,,Gaming,SteelSeries QX2 Red,RGB,false,Wired,Black
Tecware Phantom RGB,,Gaming,Outemu Brown,RGB,false,Wired,Black
Tecware Phantom RGB,,Gaming,Outemu Blue,RGB,false,Wired,Black
Ducky One 2 RGB TKL,,Standard,Cherry MX Speed Silver,RGB,true,Wired,Black
Ducky One 2 RGB TKL,,Standard,Cherry MX White,RGB,true,Wired,Black
Ducky One 2 RGB TKL,,Standard,Cherry MX Blue,RGB,true,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX Silent,RGB,false,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX White,RGB,false,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX Blue,RGB,false,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX Black,RGB,false,Wired,Black
Velocifire TKL01,,Standard,Outemu Brown,Blue,true,Wired,Black
Rottay TH-419B,,Gaming,Outemu Brown,Multicolor,false,Wired,Black
Tesoro Excalibur Spectrum,,Gaming,Kailh Brown,RGB,false,Wired,Black
Cooler Master CK530,,Gaming,Gateron Blue,RGB,true,Wired,Black
Cooler Master MK730,,Gaming,Cherry MX Blue,RGB,true,Wired,Black
Ducky ONE2 SKYLINE,,Gaming,Cherry MX Brown,,true,Wired,Black
Ducky ONE2 SKYLINE,,Gaming,Cherry MX Brown,,false,Wired,Black
G.Skill RIPJAWS KM780 RGB,,Gaming,Cherry MX Blue,RGB,false,Wired,Black
Asus TUF GAMING K5,,Gaming,,RGB,false,Wired,Black
Cooler Master MK850 (UK),,Gaming,Cherry MX Red,RGB,false,Wired,Black
EVGA Z10 (Kailh Blue),,Gaming,Kailh Blue,Red,false,Wired,Black
Ducky One 2 (MX Black),,Gaming,Cherry MX Black,Blue,false,Wired,Black
Ducky One 2 (MX Red),,Gaming,Cherry MX Red,Blue,false,Wired,Black
Ducky One 2 (MX Speed Silver),,Gaming,Cherry MX Speed Silver,Blue,false,Wired,Black
AUKEY KM-G9,,Standard,Outemu Blue,,true,Wired,Black
Redragon K551-N,,Standard,Outemu Blue,,false,Wired,Black
Velocifire VM30,,Gaming,Kailh Black,Multicolor,false,Wired,Black / Silver
Velocifire VM01WS,,Standard,Outemu Brown,,false,Wireless,Black
Corsair K70 LUX (MX Blue),,Gaming,Cherry MX Blue,Red,false,Wired,Black
Cooler Master SK621,,Slim,Cherry MX Low Profile Red,RGB,true,Bluetooth Wireless,Black
Drevo Tyrfing V2,,Gaming,Outemu Blue,RGB,false,Wired,Black
Drevo Tyrfing V2,,Gaming,Outemu Brown,RGB,false,Wired,Black
Drevo Tyrfing V2,,Gaming,Outemu Red,RGB,false,Wired,Black
Drevo BladeMaster TE RGB,,Gaming,Gateron Brown,RGB,true,Wired,Black
Logitech K375s,,Standard,,,false,Bluetooth Wireless,Black
Rosewill NEON K90 RGB,,Gaming,Kailh Blue,RGB,false,Wired,Black
Drevo BladeMaster PRO,,Gaming,Cherry MX Silent Red,RGB,true,Wireless,Gray
Drevo BladeMaster PRO,,Gaming,Cherry MX Blue,RGB,true,Wireless,Gray
Drevo BladeMaster PRO,,Gaming,Cherry MX Blue,RGB,true,Wireless,Gray
Drevo BladeMaster PRO,,Gaming,Cherry MX Brown,RGB,true,Wireless,Gray
Drevo BladeMaster PRO,,Gaming,Cherry MX Red,RGB,true,Wireless,Gray
Drevo BladeMaster PRO,,Gaming,Cherry MX Speed Silver,RGB,true,Wireless,Gray
GameMax Click,,Gaming,,Multicolor,false,Wired,Black
Qwazar Red Shift,,Gaming,Cherry MX Red,Red,false,Wired,Black
Adesso AKB-133CB,,Standard,,,false,Wired,Black
Adesso AKB-150CB,,Ergonomic,,,false,Wired,Black
Adesso AKB-450UBw,69.99,Ergonomic,,,false,Wired,Black
Adesso WKB-1150CB,63.99,Ergonomic,,,true,Wireless,Black
Adesso WKB-1200CB,,Standard,,,false,Wireless,Black
Adesso WKB-4040UB,64.99,Mini,,,true,Wireless,Black
Adesso WKB-4110UB,51.99,Mini,,,true,Wireless,Black
Adesso AKB-630CB,,Standard,,,false,Wired,Black
Adesso AKB-136CB,,Gaming,,RGB,false,Wired,Black
Adesso WKB-3500UB,103.9,Ergonomic,,,false,Wireless,Black
Adesso WKB-4500UB,79.79,Ergonomic,,,false,Wireless,Black
Acco Kensington 64406,46.01,Standard,,,false,Wired,White
iKBC CD108,,Gaming,Cherry MX Black,,false,Wired,Black
iKBC CD108,,Gaming,Cherry MX Blue,,false,Wired,Black
iKBC CD108,,Gaming,Cherry MX Red,,false,Wired,Black
iKBC CD108,,Gaming,Cherry MX Clear,,false,Wired,Black
Kensington Pro Fit,79.98,Standard,,,false,Wireless,Black
Aula Dzi SI-862,,Gaming,,Multicolor,false,Wired,Black
Evoluent EKB,49.95,Slim,,,true,Wired,Black
IOGEAR Kaliber Gaming MECHLITE,,Standard,Kailh Brown,Blue,false,Wired,Black
IOGEAR Kaliber Gaming MECHLITE,,Standard,Kailh Red,Blue,false,Wired,Black
IOGEAR Kaliber Gaming HVER PRO RGB,,Gaming,Kailh Brown,Multicolor,false,Wired,Black
IOGEAR GKM562R,,Slim,,,true,Wireless,Black
Buslink I-Rocks IRK77RP-BK,,Standard,,,false,Wireless,Black
Kensington K75231US,29.99,Standard,,,false,Wireless,Black
Mionix Zibal 60,,Standard,Cherry MX Black,,false,Wired,Black
Evoluent R3K Reduced Reach Right-Hand Keyboard,54.95,Ergonomic,,,false,Wired,Black
HP Collaboration,,Slim,,,false,Wired,Black
Genius SlimStar 8008,,Slim,,,false,Wireless,Black
HP Slim,,Slim,,,false,Wireless,Black
HP Link-5,,Slim,,,false,Wireless,Black
Cougar Aurora S,,Gaming,,RGB,false,Wired,Black
Verbatim 99779,29.99,Standard,,,false,Wireless,Black
Targus KB55,,Slim,,,true,Bluetooth Wireless,Black
Targus KM610,41.06,Slim,,,false,Wireless,Black
Targus BUS0399,,Slim,,,true,Wireless,Black
V7 CKU200MX Spanish,,Standard,,,false,Wired,Black
SIIG JK-WR0H12-S1,,Slim,,,true,Wireless,Black
SMK-Link VP3827,,Ergonomic,,,false,Wired,Black
SMK-Link VP6620,,Slim,,,false,Wireless,Silver / Black
SIIG JK-WR0J12-S1,,Gaming,,,false,Wireless,Black
Verbatim VER99789,28.98,Standard,,White,false,Wired,Black
SIIG JK-US0M12-S1,,Standard,,Multicolor,false,Wired,Silver / Black
Rosewill RKM-1000,,Slim,,,false,Wireless,Black
SIIG JK-US0N12-S1,,Mini,,,true,Wired,Black
SIIG JK-WR0S12-S1,,Slim,,,true,Wireless,Black
Verbatim 99788,30.99,Standard,,,false,Wireless,Black
Kodak TRUFORM 1150,,Ergonomic,,,true,Wireless,Black
Kodak TRUFORM 1500,,Ergonomic,,,true,Wireless,Black
Kodak TRUFORM 3500,,Ergonomic,,,false,Wireless,Black
Kodak TRUFORM 4500,,Ergonomic,,,false,Wireless,Black
SteelSeries Apex M750 TKL PUBG Edition,,Gaming,SteelSeries QX2 Red,RGB,true,Wired,Gray
ROCCAT Horde AIMO,,Gaming,,RGB,false,Wired,White / Black
ROCCAT Horde,,Gaming,,Blue,false,Wired,Black
Rosewill NEON K52,,Gaming,,RGB,false,Wired,Black
Rosewill K10,,Slim,,,false,Bluetooth Wireless,Silver / Black
Rosewill K10 S,,Slim,,,false,Bluetooth Wireless,Silver / White
Rosewill NEON K42,,Gaming,,RGB,false,Wired,Black
IOGEAR KeyMander KORE,,Gaming,,RGB,true,Wired,Black
FNATIC Streak RGB,,Gaming,Cherry MX Red,RGB,false,Wired,Black
FNATIC Streak RGB,,Gaming,Cherry MX Blue,RGB,false,Wired,Black
FNATIC miniSTREAK RGB,,Gaming,Cherry MX Blue,RGB,true,Wired,Black
Cooler Master CK550,,Gaming,Gateron Brown,RGB,false,Wired,Black
Logitech MK520,,Standard,,,false,Wireless,Black
V7 CKW200MX,,Standard,,,false,Wireless,Black
V7 KU300US,,Standard,,,false,Wired,Black
Microsoft LXM-00001,,Ergonomic,,,false,Wired,Black
DROP CTRL,,Gaming,Kailh BOX White,RGB,true,Wired,Silver / Black
Asus ROG Strix Flare,,Gaming,Cherry MX Blue,RGB,false,Wired,Black
EagleTec KG010-RGB,,Gaming,Outemu Blue,RGB,false,Wired,Black
Rosewill RK-9300_BR,,Gaming,Cherry MX Brown,Blue,false,Wired,Black
Asus ROG Strix Scope,,Gaming,Cherry MX Blue,RGB,false,Wired,Black
Thermaltake TT Premium X1 RGB,129.99,Gaming,Cherry MX Blue,RGB,false,Wired,Black
Kensington Pro Fit Ergo Bundle,75.4,Ergonomic,,,false,Wireless,Gray
AZIO MK MAC USB,,Standard,Kailh Brown,White,false,Wired,White
SilentiumPC GK530 Tournament,,Gaming,Cherry MX Red,Red,false,Wired,Black
Thermaltake Level 20 RGB Titanium,139.99,Gaming,Cherry MX Blue,RGB,false,Wired,Silver / Black
Cougar ULTIMUS,,Gaming,TTC Blue,RGB,false,Wired,Black
Cougar ULTIMUS RGB,,Gaming,TTC Blue,RGB,false,Wired,Black
Tesoro GRAM SPECTRUM TKL,,Gaming,Tesoro Agile Red,RGB,true,Wired,Black
Tesoro GRAM SPECTRUM TKL,,Gaming,Tesoro Agile Red,RGB,true,Wired,White
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Black
Ducky Shine 7 Blackout RGB,,Gaming,Cherry MX Black,RGB,false,Wired,Black
Ducky Shine 7 Blackout RGB,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
MK Night Typist,,Standard,Cherry MX Blue,White,false,Wired,Black
MK Night Typist,,Standard,Cherry MX Brown,White,false,Wired,Black
MK Night Typist,,Standard,Kailh BOX White,White,false,Wired,Black
Tesoro Lobera Spectrum,,Gaming,Kailh Blue,RGB,false,Wired,Black
Genius Scorpion K10,,Gaming,,RGB,false,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Black,Blue,true,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Brown,Blue,true,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Red,Blue,true,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Speed Silver,Blue,true,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Black,Blue,true,Wired,White
Ducky Ducky One 2,,Gaming,Cherry MX Brown,Blue,true,Wired,White
Ducky Ducky One 2,,Gaming,Cherry MX Blue,Blue,true,Wired,White
Ducky Ducky One 2,,Gaming,Cherry MX Red,Blue,true,Wired,White
Leopold FC750R Black PD,,Standard,Cherry MX Black,,false,Wired,Black
Leopold FC750R Black PD,,Standard,Cherry MX Brown,,false,Wired,Black
Leopold FC750R Black PD,,Standard,Cherry MX Blue,,false,Wired,Black
Leopold FC750R Black PD,,Standard,Cherry MX Clear,,false,Wired,Black
Mistel BAROCCO MD770,,Ergonomic,Cherry MX Red,RGB,true,Wired,Black
Mistel BAROCCO MD770,,Ergonomic,Cherry MX Blue,RGB,true,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
Asus ROG Strix Flare PNK LTD,,Gaming,Cherry MX Brown,RGB,false,Wired,Pink / White
Asus ROG Strix Flare PNK LTD,,Gaming,Cherry MX Blue,RGB,false,Wired,Pink / White
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Black,RGB,true,Wired,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Brown,RGB,true,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Blue,RGB,true,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Speed Silver,RGB,true,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Silent Red,RGB,true,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Rottay TH-306,,Gaming,Outemu Brown,RGB,false,Wired,White / Black
Venatos Northern Glow TKL,,Gaming,DG Orange Clicky Optical,RGB,true,Wired,Black
Tempest K9,,Gaming,,RGB,false,Wired,Black
Tempest K10,,Gaming,Outemu Red,RGB,false,Wired,Black
Tempest K10,,Gaming,Outemu Blue,RGB,false,Wired,
Tempest Combo 3000,,Gaming,,RGB,false,Wired,Black
Tempest TGC2000,,Gaming,,Multicolor,false,Wired,Black
Tempest K8,,Gaming,,Multicolor,false,Wired,Black
Tempest Doom,,Gaming,H-Mech Red,RGB,false,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,true,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Black,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Black,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Black,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,false,Wired,Black
Asus TUF Gaming K7,,Gaming,Optical-mech Linear,RGB,false,Wired,Black
Cooler Master SK650 White Limited Edition,,Gaming,Cherry MX RGB Low Profile,RGB,false,Wired,Silver / White
Das Keyboard 4C,,Gaming,Cherry MX Brown,,true,Wired,Black
Corsair K70 RGB PRO UK,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Red,RGB,true,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Blue,RGB,true,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Red,RGB,false,Wired,Black
MSI Vigor GK50 Low Profile,,Gaming,Kailh Low Profile,RGB,false,Wired,Black / Silver
Cooler Master SK653,151.28,Gaming,TTC Blue Low Profile,RGB,false,Bluetooth Wireless,Gray / Black
Tilted Nation TNvoid,,Gaming,Omron Red,RGB,false,Wired,Black
Varmilo Miya68-C Panda R2,,Standard,EC Ivy V2,White,true,Wired,Black / White
Asus TUF Gaming K3,,Gaming,Kailh Blue,RGB,false,Wired,Gunmetal
Ducky One 3 Matcha,,Standard,Cherry MX Black,,true,Wired,Beige / Green
Razer Pro Type Ultra - NO,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech G715,,Gaming,GX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Keychron K5 SE,,Slim,Keychron Optical Red Low Profile,White,false,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 SE,,Standard,Keychron Optical Brown Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 SE,,Standard,Keychron Optical Banana Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
