name,price,socket,form_factor,max_memory,memory_slots,color
ASRock B150M Pro4V,,LGA1151,Micro ATX,64,4,Black / Orange
MSI B150M GRENADE,,LGA1151,Micro ATX,32,2,Black
Gigabyte GA-X170-WS ECC (rev. 1.0),,LGA1151,ATX,64,4,Blue
Biostar Z270GT8,,LGA1151,ATX,64,4,Black / White
ASRock Fatal1ty H270M Performance,,LGA1151,Micro ATX,64,4,Black / Red
Biostar X370GT5,,AM4,ATX,64,4,Black / White
MSI Z270 GAMING M6 AC,,LGA1151,ATX,64,4,Black / Red
MSI Z270 MPOWER GAMING TITANIUM,,LGA1151,ATX,64,4,Silver
MSI X299 TOMAHAWK,,LGA2066,ATX,256,8,Black / Silver
Gigabyte GA-B250M-EVO (rev. 1.0),,LGA1151,Micro ATX,32,2,Black
ASRock Fatal1ty X299 Professional Gaming i9 XE,,LGA2066,ATX,128,8,Black / Gray
ASRock H310M-DGS,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte H310M HD2,,LGA1151,Micro ATX,32,2,Silver / Black
MSI H310M PRO-VHL,,LGA1151,Micro ATX,32,2,Brown / Black
ASRock H310M-HDVP,,LGA1151,Micro ATX,32,2,Black / Silver
MSI X58 PLATINUM,,LGA1366,ATX,24,6,Black / Multicolor
Asus PRIME H310I-PLUS/CSM,,LGA1151,Mini ITX,32,2,Black / Gray
Gigabyte X299 AORUS Ultra Gaming Pro,,LGA2066,ATX,128,8,Black
Biostar B450MHC,,AM4,Micro ATX,32,2,Black / Yellow
Gigabyte X299 AORUS MASTER,,LGA2066,EATX,128,8,Black / Silver
ASRock Fatal1ty X99 Professional,,LGA2011-3,EATX,128,8,Red / Black
Gigabyte GA-H110M-S2PT,,LGA1151,Micro ATX,32,2,Brown / Black
ECS B350AM4-M2,,AM4,Micro ATX,64,4,Black
ASRock Z490 Phantom Gaming 4/2.5G,,LGA1200,ATX,128,4,Black / Gray
Supermicro C9X299-RPGF,,LGA2066,ATX,256,8,Black
MSI X299 PRO 10G,,LGA2066,ATX,256,8,Black
Asus WS C246M PRO/SE,,LGA1151,Micro ATX,128,4,Black
Biostar B350M,,AM4,Micro ATX,32,2,Black / Yellow
Colorful CVN X570 GAMING PRO V14,,AM4,ATX,128,4,Black / Silver
Colorful CVN X570M GAMING PRO V14,,AM4,Micro ATX,128,4,Black / Silver
ASRock B560M-HDV-A,,LGA1200,Micro ATX,64,2,Silver / Black
Biostar Z590GTA,,LGA1200,ATX,128,4,Blue / Black
ASRock Z590 OC Formula,,LGA1200,EATX,64,2,Green / Black
Gigabyte B660M AORUS Pro,,LGA1700,Micro ATX,192,4,Black
Gigabyte Z690 GAMING X DDR4 V2,,LGA1700,ATX,128,4,Black
Asus Z490-GUNDAM (WI-FI),,LGA1200,ATX,128,4,Silver / Black
MSI PRO-A320M-B,,AM4,Micro ATX,64,2,Brown / Black
Biostar A320MD PRO,,AM4,Micro ATX,32,2,Brown / Yellow
MSI PRO B760M-A DDR4,,LGA1700,Micro ATX,128,4,Black
Gigabyte B760M D DDR4,,LGA1700,Micro ATX,64,2,Gray / Black
Asus PRIME H610M-K-CSM,,LGA1700,Micro ATX,96,2,Black / Silver
Biostar B650MT-E PRO,,AM5,Micro ATX,192,4,Black / Silver
Gigabyte H610M K V2,,LGA1700,Micro ATX,96,2,Brown / Black
Asus PRIME B650M-F,,AM5,Micro ATX,96,2,Black / Silver
ASRock B85M DASH/OL R2.0,,LGA1150,Micro ATX,32,4,Black
Asus PRIME H510M-F R3.0-CSM,,LGA1200,Micro ATX,64,2,Silver / Black
Gigabyte B760M G AX,,LGA1700,Micro ATX,96,2,Black / Silver
Supermicro MBD-X11SSL-O,,LGA1151,Micro ATX,64,4,Black / Green
Gigabyte GA-P67X-UD3-B3,,LGA1155,ATX,32,4,Blue / White
Biostar Z590MHP,,LGA1200,Micro ATX,64,2,Black / Silver
EVGA 111-CD-E630-TR,,LGA1156,Micro ATX,16,4,Black / Gray
Asus Sabertooth 55I,,LGA1156,ATX,16,4,Brown / Black
Asus P7P55D-E PRO,,LGA1156,ATX,16,4,Black / Blue
Zotac GF6100-E-E,,AM3/AM2+/AM2,Mini ITX,4,2,Blue / Red
ASRock M3A770DE,,AM3,ATX,16,4,Multicolor
ASRock A785GMH/128M,,AM3/AM2+/AM2,Micro ATX,16,4,
Gigabyte GA-880GM-UD2H,,AM3,Micro ATX,16,4,Blue / White
Asus M4A88T-M,,AM3,Micro ATX,16,4,Black / Blue
Asus M4A78T-E,,AM3,ATX,16,4,Black / Blue
Gigabyte GA-MA790GPT-UD3H,,AM3,ATX,16,4,Blue / White
MSI 890GXM-G65,,AM3,Micro ATX,16,4,Black / Blue
Gigabyte GA-EP45T-USB3P,,LGA775,ATX,8,4,Blue / White
Intel DG41RQ,,LGA775,Micro ATX,8,2,Green / Blue
Asus P5G41C-M,,LGA775,Micro ATX,8,4,Black / Blue
Asus P5G41T-M/CSM,,LGA775,Micro ATX,8,2,Black / Blue
EVGA 131-GT-E767-TR,,LGA1366,ATX,24,6,Black / Gray
Zotac H55ITX-A-E,,LGA1156,Mini ITX,8,2,Black / Yellow
Zotac GF9300-I-E,,LGA775,Mini ITX,8,2,Black / Red
ASRock P43DE,,LGA775,ATX,16,4,Multicolor
Intel DH55PJ,,LGA1156,Micro ATX,8,2,Black / Blue
MSI Big Bang XPOWER,,LGA1366,ATX,24,6,Black / Blue
Biostar A780L,,AM3/AM2+,Micro ATX,8,2,Black / Red
MSI 770T-C35,,AM2+/AM2,ATX,8,4,Red / Black
Asus M4A88TD-M/USB3,,AM3,Micro ATX,16,4,
Gigabyte GA-880GM-D2H,,AM3,Micro ATX,8,2,Blue / White
ASRock N68C-S UCC,,AM3/AM2+/AM2,Micro ATX,8,4,Multicolor
Foxconn A88GMX,,AM3,Micro ATX,16,4,Black / Yellow
ECS H57H-M (V1.0A),,LGA1156,Micro ATX,16,4,Black / Red
Biostar G41D3,,LGA775,Micro ATX,8,2,Black / Red
Foxconn H55MX-S,,LGA1156,Micro ATX,8,2,Blue / White
Zotac NF610I-E-E,,LGA775,Micro ATX,4,2,
Asus P7H55-M LE,,LGA1156,Micro ATX,8,2,Black / Blue
Gigabyte GA-X58A-UD9,,LGA1366,XL ATX,24,6,
ASRock X58 Extreme6,,LGA1366,ATX,24,6,Black / Blue
Asus P8H67,,LGA1155,ATX,32,4,
Asus P8H67-M LX,,LGA1155,Micro ATX,16,2,Black / Blue
Asus P8P67 EVO,,LGA1155,ATX,32,4,Black / Blue
Asus P8P67-M PRO,,LGA1155,Micro ATX,32,4,Black / Blue
MSI GF615M-P31,,AM3,Micro ATX,8,2,Red / Black
ASRock P67 Extreme6,,LGA1155,ATX,32,4,
ASRock H67M-GE/HT,,LGA1155,Micro ATX,32,4,Black / White
ASRock P67 Transformer,,LGA1155,ATX,16,4,
ASRock A770DE+,,AM3/AM2+/AM2,ATX,16,4,
MSI H67MS-E33,,LGA1155,Micro ATX,16,2,Black / Blue
Foxconn Inferno Katana GTI,,LGA1156,ATX,16,4,Black / Red
Biostar TA870U3+,,AM3,ATX,16,4,Black / Red
Gigabyte GA-H67A-UD3H-B3,,LGA1155,ATX,32,4,Blue / White
ECS A785GM-M7,,AM3,Micro ATX,8,2,Green / White
Sapphire PURE Black X58,,LGA1366,ATX,24,6,
MSI P67A-C43 (B3),,LGA1155,ATX,32,4,Black / Blue
MSI P67A-GD55 (B3),,LGA1155,ATX,32,4,Black / Blue
Asus P8P67-M PRO (REV 3.0),,LGA1155,Micro ATX,32,4,
Asus P6X58-E WS,,LGA1366,ATX,24,6,
ASRock Fatal1ty P67 Professional (B3),,LGA1155,ATX,32,4,
Gigabyte GA-870A-USB3,,AM3,ATX,16,4,Blue / White
ECS P45T-AD3,,LGA775,ATX,8,4,
Asus P8H61-M LE/CSM (REV 3.0),,LGA1155,Micro ATX,16,2,
Intel DH67BLB3,,LGA1155,Micro ATX,32,4,Black / Blue
MSI P67S-C43 (B3),,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-E350N-USB3,,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue
Intel D425KT,,Integrated Atom D425,Mini ITX,4,2,Green / Black
Zotac NM10-A-E-ION,,Integrated Atom D510,Mini ITX,4,2,Black / Red
Gigabyte GA-Z68A-D3-B3,,LGA1155,ATX,32,4,Blue / White
ASRock Z68 Pro3-M,,LGA1155,Micro ATX,32,4,Black / Blue
Asus M5A87,,AM3+,ATX,16,4,
Jetway JMIP41TA-IC-LF,,LGA775,ATX,8,2,
Jetway JNAF91R-G41,,LGA775,ATX,4,2,
Biostar TZ68A+,,LGA1155,ATX,16,4,Black / Red
Asus M5A88-M,,AM3+,Micro ATX,16,4,Black / Blue
ASRock H61DE/S3,,LGA1155,ATX,16,4,Black / Blue
Gigabyte GA-A75M-D2H,,FM1,Micro ATX,16,2,Blue / White
Biostar TA75A+,,FM1,ATX,32,4,Black / Red
Asus F1A75-M PRO,,FM1,Micro ATX,64,4,Black / Blue
Asus F1A75-V PRO,,FM1,ATX,64,4,Black / Blue
MSI Z68A-GD55 (B3),,LGA1155,ATX,32,4,Black / Blue
ASRock A75 Extreme6,,FM1,ATX,32,4,Black / Blue
ASRock Z68 Professional Gen3,,LGA1155,ATX,32,4,
Asus F1A75-M LE,,FM1,Micro ATX,32,2,Black / Blue
Jetway JM26GT4-LF,,AM2,Micro ATX,4,2,
MSI A75A-G35,,FM1,ATX,16,2,Black / Blue
EVGA 120-SB-E672-KR,,LGA1155,Micro ATX,16,4,Black / Gray
EVGA 130-SB-E685-KR,,LGA1155,ATX,16,4,Black / Silver
MSI Z68A-GD65 (G3),,LGA1155,ATX,32,4,Black / Blue
ASRock 870 Extreme3 R2.0,,AM3+,ATX,32,4,Black / Blue
MSI Z68A-G43 (G3),,LGA1155,ATX,32,4,Black / Blue
Zotac Z68ITX-A-E,,LGA1155,Mini ITX,16,2,Black / Yellow
Asus F1A75-I Deluxe,,FM1,Mini ITX,16,2,Black / Blue
Jetway JNAF92-Q67,,LGA1155,ATX,32,4,Multicolor
ASRock H61M-GS,,LGA1155,Micro ATX,16,2,Black / Blue
EVGA 120-SB-E682-KR,,LGA1155,Micro ATX,16,4,Black
Foxconn H67M-V,,LGA1155,Micro ATX,32,4,Blue / White
Biostar TZ68K+,,LGA1155,ATX,32,4,Black / Red
ASRock X79 Extreme7,,LGA2011,ATX,48,6,Black / Silver
MSI H67MS-E33 (B3),,LGA1155,Micro ATX,16,2,Black / Blue
Biostar TZ77XE3,,LGA1155,ATX,32,4,Black / Orange
Intel DZ77GA70K,,LGA1155,ATX,32,4,Black / Blue
Asus P8Z77 WS,,LGA1155,ATX,32,4,Black / Blue
Biostar B75MU3+,,LGA1155,Micro ATX,32,4,Black / Red
ASRock 970 Pro3,,AM3+,ATX,32,4,Brown / Black
Gigabyte G1.Sniper 3,,LGA1155,EATX,32,4,Black / Green
ECS H77H2-M3(1.0),,LGA1155,Micro ATX,16,2,Black / Gray
ASRock Z77 Extreme9,,LGA1155,ATX,32,4,Black / Silver
ASRock B75M-GL,,LGA1155,Micro ATX,16,2,Brown / Black
Zotac H67ITX-D-E,,LGA1155,Mini ITX,16,2,Black / Silver
Biostar Hi-Fi Z77X 5.x,,LGA1155,ATX,32,4,Black / Blue
EVGA Z77 FTW,,LGA1155,EATX,32,4,Black / Red
Intel DZ77RE75K,,LGA1155,ATX,32,4,Black / Blue
Asus F1A55-M LE R2.0,,FM1,Micro ATX,32,2,Black / Blue
EVGA 131-IB-E695-KR,,LGA1155,ATX,32,4,Black
ECS H61H2-I3 (v1.0),,LGA1155,Mini ITX,16,2,Black / Gray
Gigabyte GA-F2A85X-UP4,,FM2,ATX,64,4,Black / Gray
Asus F2A55-M/CSM,,FM2,Micro ATX,64,4,Black / Blue
MSI Z77IA-E53,,LGA1155,Mini ITX,16,2,Black / Blue
Intel DZ68AF,,LGA1155,Micro ATX,32,4,Black / Blue
Zotac Z77ITX-A-E,,LGA1155,Mini ITX,16,2,Black / Yellow
ASRock Z77 Extreme6/TB4,,LGA1155,ATX,32,4,Black / Gold
Biostar Hi-Fi A85S3,,FM2,Micro ATX,32,2,Black
Gigabyte GA-Z77X-UD4H,,LGA1155,ATX,32,4,Black / Gray
Gigabyte GA-C847N-D,,Integrated Celeron 847,Mini ITX,16,2,Blue / White
Gigabyte GA-H61M-HD2,,LGA1155,Micro ATX,16,2,Blue / White
ASRock FM2A85X-ITX,,FM2,Mini ITX,32,2,Black / Gold
Biostar A960D+,,AM3+,Micro ATX,16,2,Black / Red
ASRock B75M-DGS R2.0,,LGA1155,Micro ATX,16,2,Brown / Black
Gigabyte GA-Z87M-D3H 1.0,,LGA1150,Micro ATX,32,4,Black / Gray
Gigabyte GA-Z87X-OC Force,,LGA1150,EATX,32,4,Black / Orange
ASRock Z87 Extreme3,,LGA1150,ATX,32,4,Brown / Black
ASRock B85M-GL,,LGA1150,Micro ATX,16,2,Brown / Black
Gigabyte GA-Z87X-OC,,LGA1150,ATX,32,4,Black / Orange
EVGA 151-SE-E779-K3,,LGA2011,XL ATX,32,4,Black / Red
ASRock Z87 OC Formula,,LGA1150,EATX,32,4,Black / Yellow
ECS NM70-I2(1.0),,Integrated Celeron 1037U,Mini ITX,16,2,Black / Gray
Asus Z87I-Pro Mini-ITX,,LGA1150,Mini ITX,16,2,Black / Gold
Gigabyte GA-H87M-HD3,,LGA1150,Micro ATX,16,2,Black / Gray
Asus A55M-E,,FM2,Micro ATX,32,2,Black / Blue
ECS H61H2-I5 (V1.0),,LGA1155,Mini ITX,16,2,
ASRock Q87M vPro/ASM,,LGA1150,Micro ATX,32,4,
Asus A88X-PLUS,,FM2+,ATX,64,4,Black / Gold
Gigabyte GA-H87N,,LGA1150,Mini ITX,16,2,Black / Gray
ASRock FM2A75M Pro4+,,FM2+,Micro ATX,64,4,Brown / Black
Gigabyte GA-970A-DS3P BOM,,AM3+,ATX,32,4,Black / Gray
Asus Z87-A (NFC Express Edition),,LGA1150,ATX,32,4,Black / Gold
MSI CSM-B85M-E45,,LGA1150,Micro ATX,32,4,Black / Blue
Foxconn H81MX,,LGA1150,Micro ATX,16,2,Black / Blue
ASRock FM2A55M-VG3+,,FM2+,Micro ATX,32,2,Brown / Black
Biostar Hi-Fi H81S2,,LGA1150,ATX,16,2,Black / Silver
ASRock FM2A78M-HD+,,FM2+,Micro ATX,32,2,Brown / Black
Asus A55BM-K,,FM2+,Micro ATX,32,2,Black / Yellow
ECS A75F2-M,,FM2,Micro ATX,32,4,Black / White
Asus F2A85-M2,,FM2,Micro ATX,64,4,Black / Blue
ECS B85H3-M7,,LGA1150,Micro ATX,16,2,Black / Gray
ASRock Fatal1ty H97 Killer,,LGA1150,ATX,32,4,Black / Red
ASRock Z97E-ITX/ac,,LGA1150,Mini ITX,16,2,Black / Blue
Gigabyte GA-Z97X-Gaming GT,,LGA1150,ATX,32,4,Black / Red
MSI Z97I Gaming AC,,LGA1150,Mini ITX,16,2,Black / Red
Asus H97M-E/CSM,,LGA1150,Micro ATX,32,4,Black / Gold
MSI H97M-E35,,LGA1150,Micro ATX,16,2,Black / Blue
Biostar Hi-Fi Z97WE,,LGA1150,ATX,32,4,Black / Gold
ASRock Z97 OC FORMULA,,LGA1150,ATX,32,4,Black / Yellow
MSI Z97-G43 GAMING,,LGA1150,ATX,32,4,Black / Red
Foxconn H97M Plus,,LGA1150,Micro ATX,32,4,Black / Silver
ASRock Z97 Extreme6/ac,,LGA1150,ATX,32,4,Black / Blue
Gigabyte GA-Z87M-HD3,,LGA1150,Micro ATX,16,2,Black / Silver
MSI Z97-Gaming 9 ACK,,LGA1150,ATX,32,4,Black / Red
MSI A68HM-P33,,FM2+,Micro ATX,32,2,Black / Blue
MSI Z97I GAMING ACK,,LGA1150,Mini ITX,16,2,Black / Red
MSI X99A MPOWER,,LGA2011-3,ATX,128,8,Black / Yellow
ASRock H81M-DG4,,LGA1150,Micro ATX,16,2,Brown / Black
Asus P5P41T LE,,LGA775,ATX,8,2,Black / Blue
Gigabyte GA-H81M-D3V,,LGA1150,Micro ATX,16,2,Black / Silver
Gigabyte GA-Z97X-Game Plus,,LGA1150,ATX,32,4,Black / Green
ASRock Fatal1ty X99X Killer/3.1,,LGA2011-3,ATX,128,8,Black / Red
Gigabyte GA-B85M-DASH,,LGA1150,Micro ATX,32,4,Black
ASRock Z170 Extreme4+,,LGA1151,ATX,64,4,Black / Gold
ASRock H170M Pro4S,,LGA1151,Micro ATX,64,4,Black / Orange
Asus B150M-C D3,,LGA1151,Micro ATX,64,4,Black / Gold
Asus B150-PLUS D3,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-Z170X-SOC FORCE,,LGA1151,EATX,64,4,Black / Orange
ASRock B150 Pro4/D3,,LGA1151,ATX,64,4,Black / Orange
ASRock Q170M vPro,,LGA1151,Micro ATX,64,4,Black / Orange
ECS Z170-CLAYMORE,,LGA1151,ATX,64,4,Black
Gigabyte GA-H110M-S2HP,,LGA1151,Micro ATX,32,2,Black
ASRock B150M-ITX,,LGA1151,Mini ITX,32,2,Black / Orange
MSI Z170A-G43 PLUS,,LGA1151,ATX,64,4,Black / White
Supermicro C7Z170-SQ,,LGA1151,ATX,64,4,Black / Red
Asus N3150I-C,,Integrated Celeron N3150,Mini ITX,8,2,Black / Gold
Asus B150M-C/CSM,,LGA1151,Micro ATX,64,4,Black / Gold
ASRock B150M-HDS,,LGA1151,Micro ATX,32,2,Black / Orange
Gigabyte MW31-SP0,,LGA1151,ATX,64,4,Black / Blue
EVGA Z170 Classified K,,LGA1151,ATX,64,4,Black / Red
MSI CSM-H170M-A Pro,,LGA1151,Micro ATX,64,4,Black / White
MSI B150M ECO,,LGA1151,Micro ATX,32,2,Black / White
ASRock E3V5 Performance Gaming/OC,,LGA1151,ATX,64,4,Black / Red
Asus H110M-D D3,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock B150 GAMING K4/HYPER,,LGA1151,ATX,64,4,Black / Red
Asus P10S-M,,LGA1151,Micro ATX,64,4,Black / Blue
Asus H170I-PRO/CSM,,LGA1151,Mini ITX,32,2,Black / Gold
ASRock Fatal1ty E3V5 Performance Gaming/OC,,LGA1151,ATX,64,4,Black / Red
Asus B150-PRO,,LGA1151,ATX,64,4,Black / Gold
Biostar B250GT5,,LGA1151,ATX,64,4,Black / White
Biostar B250GT3,,LGA1151,Micro ATX,64,4,Black / White
Gigabyte GA-Z270X-UD5,,LGA1151,ATX,64,4,Black / Silver
Supermicro C7Z270-PG,,LGA1151,ATX,64,4,Black
MSI Z270 CAMO SQUAD,,LGA1151,ATX,64,4,Black / Beige
Biostar X370GT7,,AM4,ATX,64,4,Black / White
Biostar B350ET2,,AM4,Micro ATX,32,2,Black
Asus PRIME B250M-J,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock Fatal1ty X299 Professional Gaming i9,,LGA2066,ATX,128,8,Black / Silver
Gigabyte X299 AORUS Ultra Gaming,,LGA2066,ATX,128,8,Black
Gigabyte X299 UD4,,LGA2066,ATX,128,8,Black / Gray
ASRock X299 Taichi XE,,LGA2066,ATX,128,8,Black / Silver
Supermicro C7Z270-CG-L,,LGA1151,ATX,64,4,Black / Red
Asus PRIME H270M PLUS CSM,,LGA1151,Micro ATX,64,4,Black
Gigabyte X299 AORUS Gaming 7 Pro,,LGA2066,ATX,128,8,Black
Supermicro C9Z390-CG,,LGA1151,ATX,128,4,Black
Supermicro X11SCZ-F,,LGA1151,Micro ATX,64,4,Green / Silver
Biostar X470GTA,,AM4,ATX,64,4,Black / Silver
Biostar X570GTA,,AM4,ATX,128,4,Black / Silver
MSI B250M PRO OPT BOOST,,LGA1151,Micro ATX,32,2,Black
ASRock Z490 Phantom Gaming 4SR,,LGA1200,ATX,128,4,Black
EVGA Z490 DARK,,LGA1200,EATX,64,2,Black
Biostar Racing Z490T-Silver,,LGA1200,Mini ITX,64,2,Black / Silver
MSI B365M PRO-VD,,LGA1151,Micro ATX,32,2,Black
MSI X299-A PRO,,LGA2066,ATX,256,8,Black
Biostar B460GTA,,LGA1200,ATX,128,4,Black
Biostar B460GTQ,,LGA1200,Micro ATX,128,4,Black
Biostar B560GTQ,,LGA1200,Micro ATX,128,4,Black / Blue
Asus PRO H410M-C2/CSM,,LGA1200,Micro ATX,64,2,Green
Asus PRIME H610M-K D4-CSM,,LGA1700,Micro ATX,64,2,Silver / Black
Biostar H610MX-E,,LGA1700,Micro ATX,64,2,Gray / Black
Gigabyte B660 DS3H AC,,LGA1700,ATX,128,4,Black
Asus PRIME B650M-A WIFI-CSM,,AM5,Micro ATX,128,4,Silver / Black
Asus EX-B760M-V5 D4,,LGA1700,Micro ATX,64,2,Red / Black
Gigabyte B760M AORUS PRO DDR4,,LGA1700,Micro ATX,128,4,Black / Silver
Gigabyte B760M AORUS PRO,,LGA1700,Micro ATX,192,4,Black / Silver
Biostar B760MXC PRO,,LGA1700,Micro ATX,192,4,Black / Silver
ASRock H610M-HDVP/D5 R2.0,,LGA1700,Micro ATX,96,2,Black
Asus PRIME B650M-K-CSM,,AM5,Micro ATX,96,2,Silver / Black
Asus Pro H610M-CT2 D4-CSM,,LGA1700,Micro ATX,64,2,Green
Asus EX-B650M-V7,,AM5,Micro ATX,96,2,Black / Red
Asus PRIME H610M-D-CSM,,LGA1700,Micro ATX,96,2,Black / Silver
Asus PRIME H610M-K D4 ARGB-CSM,,LGA1700,Micro ATX,64,2,Black / Silver
Gigabyte B760M D,,LGA1700,Micro ATX,96,2,Black / Gray
Gigabyte B360 M AORUS PRO (rev.1.0),,LGA1700,Micro ATX,64,4,Black / Orange
Biostar A620MS,,AM5,Micro ATX,96,2,Black
Asus PRIME B760M-F D4,,LGA1700,Micro ATX,64,2,Black / Silver
Asus PRIME B760M-F-CSM,,LGA1700,Micro ATX,96,2,Black / Gray
Gigabyte GA-H55M-S2,,LGA1156,Micro ATX,16,2,Blue / White
Intel DH57DD,,LGA1156,Micro ATX,16,4,Blue / White
Gigabyte GA-H57M-USB3,,LGA1156,Micro ATX,16,4,Blue / White
EVGA 132-LF-E655-KR,,LGA1156,ATX,16,4,Black
EVGA 141-LF-E658-KR,,LGA1156,EATX,16,4,Black / Red
Intel DP55SB,,LGA1156,Micro ATX,16,4,Black / Blue
Gigabyte GA-P55A-UD6,,LGA1156,ATX,16,6,Blue / White
MSI 740GM-P25,,AM3,Micro ATX,8,2,Black / Blue
Foxconn A74ML-K,,AM3,Micro ATX,8,2,Blue / White
Gigabyte GA-MA74GM-S2,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White
Foxconn A76ML-K,,AM3/AM2+/AM2,Micro ATX,4,2,
Asus M4A78L-M,,AM3/AM2+/AM2,Micro ATX,8,2,
ASRock 770 Extreme3,,AM3,ATX,16,4,Black / White
Asus M4A785TD-V EVO/U3S6,,AM3,ATX,16,4,Black / Blue
ASRock A785GXH/128M,,AM3/AM2+/AM2,ATX,16,4,
Gigabyte GA-790XTA-UD4,,AM3,ATX,16,4,Blue / White
Gigabyte GA-890XA-UD3,,AM3,ATX,16,4,Blue / White
MSI 870A-G54,,AM3,ATX,16,4,Black / Blue
EVGA 141-BL-E760-A1,,LGA1366,EATX,24,6,Black / Red
Asus Rampage II Gene,,LGA1366,Micro ATX,24,6,Black / Blue
Gigabyte GA-P55-UD3R,,LGA1156,ATX,16,4,Blue / White
Asus M4A88T-M/USB3,,AM3,Micro ATX,16,4,Black / Blue
ASRock H55M PRO,,LGA1156,Micro ATX,16,4,Black / Blue
ASRock P55 Pro/USB3,,LGA1156,ATX,16,4,Black / Blue
Asus M4A78LT-M LE,,AM3,Micro ATX,8,2,Black / Blue
ASRock 890GX Extreme4,,AM3,ATX,16,4,Black / Blue
Asus P7H55-M LX,,LGA1156,Micro ATX,8,2,Black / Blue
Gigabyte GA-M68MT-D3,,AM3,Micro ATX,8,2,Blue / White
Biostar A770E3,,AM3,ATX,16,4,Multicolor
MSI P55-CD53,,LGA1156,ATX,16,4,Black / Blue
MSI 880GM-E41,,AM3,Micro ATX,16,4,Black / Blue
Biostar TA880G HD,,AM3,Micro ATX,16,4,Black / Red
Foxconn Q57M,,LGA1156,Micro ATX,16,4,
ECS A790GXM-AD3,,AM3,ATX,32,4,Multicolor
Biostar N68S,,AM2+/AM2,Micro ATX,8,2,Black / Red
Jetway JMA3-880GP-LF,,AM3,Micro ATX,8,2,
Jetway JMA3-79GDGEXL-LF,,AM3/AM2+/AM2,Micro ATX,4,4,
Asus M4A88T-M LE,,AM3,Micro ATX,8,2,Black / Blue
MSI 870S-G54,,AM3,ATX,16,4,Black / Blue
Zotac GF6100-F-E,,AM3,Micro ATX,4,2,Multicolor
Foxconn A9DA-S,,AM3,ATX,16,4,Black / Yellow
Biostar G41 HD,,LGA775,Micro ATX,4,2,
Gigabyte GA-890FXA-UD7,,AM3,XL ATX,16,4,Blue / White
Asus M4A77T/USB3,,AM3,ATX,16,4,
MSI 785GM-E51,,AM3,Micro ATX,16,4,Black / Blue
ECS A785GM-M5 1.0,,AM3/AM2+/AM2,Micro ATX,8,2,
ECS A785GM-AD3(1.0),,AM3,ATX,16,4,
Biostar A780L3L,,AM3,Micro ATX,8,2,Black / Red
ECS P55H-AK (V1.0),,LGA1156,ATX,16,4,
ECS G41T-R3(V1.0A),,LGA775,Micro ATX,8,2,
ECS A885GM-A2 (V1.1),,AM3,ATX,32,4,
MSI P55A FUZION,,LGA1156,ATX,16,4,Black / Blue
Jetway JM26GT4-D3-LF,,AM3,Micro ATX,4,2,
MSI H55-GD65,,LGA1156,ATX,16,4,Black / Blue
Asus P7H55-M/CSM,,LGA1156,Micro ATX,16,4,Black / Blue
Biostar TP45E Combo 6.X,,LGA775,ATX,8,4,
Foxconn P55MX,,LGA1156,Micro ATX,8,2,
Jetway JXBLUE-H55-MINI-LF,,LGA1156,Micro ATX,8,2,
Zotac 880GITX-A-E,,AM3,Mini ITX,8,2,Black / Yellow
Gigabyte GA-H67A-UD3H,,LGA1155,ATX,16,4,Blue / White
Gigabyte GA-H67MA-D2H,,LGA1155,Micro ATX,16,2,Blue / White
Gigabyte GA-H67M-D2,,LGA1155,Micro ATX,16,2,Blue / White
Gigabyte GA-P67A-UD4,,LGA1155,ATX,16,4,Black
MSI P67A-GD65,,LGA1155,ATX,32,4,Black / Blue
MSI P67A-GD53,,LGA1155,ATX,32,4,Black / Blue
MSI P67A-C43,,LGA1155,ATX,32,4,Black / Blue
MSI P67S-C43,,LGA1155,ATX,32,4,Black / Blue
Intel DH67GD,,LGA1155,Micro ATX,32,4,Black / Blue
Biostar TP67XE,,LGA1155,ATX,16,4,
MSI H67MA-E45,,LGA1155,Micro ATX,32,4,Black / Blue
MSI H55M-E21,,LGA1156,Micro ATX,8,2,Black / Blue
Jetway JMIH55-M-LF,,LGA1156,Micro ATX,8,2,
ASRock H67DE3,,LGA1155,ATX,32,4,
Biostar TP67B+,,LGA1155,ATX,16,4,
Intel DX58OG,,LGA1366,ATX,24,6,Black / Blue
Biostar A780L3G,,AM3,Micro ATX,8,2,Black / Red
Biostar P43-A7,,LGA775,ATX,8,4,
Jetway JNC81-LF,,AM2+/AM2,Mini ITX,4,2,
Asus M4A87T,,AM3,ATX,16,4,
Asus Maximus IV Extreme (REV 3.0),,LGA1155,EATX,32,4,
MSI P67A-G45 (B3),,LGA1155,ATX,32,4,Black / Blue
ASRock H61M/U3S3,,LGA1155,Micro ATX,16,2,Black / Blue
ASRock H67M-ITX,,LGA1155,Mini ITX,16,2,Black / Blue
MSI P67A-GD53 (B3),,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-P67A-UD3P-B3,,LGA1155,ATX,32,4,Black
Asus P8P67 WS Revolution (REV 3.0),,LGA1155,ATX,32,4,Black / Blue
