name,price,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio
Asus VH222H-P,,21.5,"1920,1080",,5,,16:9
Asus VH202T-P,,20,"1600,900",,5,,16:9
Asus VH192D,,18.5,"1366,768",,5,,16:9
Asus PA246Q,,24.1,"1920,1200",,6,IPS,16:10
Asus ML249H,,24,"1920,1080",,8,,16:9
Asus ML228H,,21.5,"1920,1080",,2,,16:9
Asus VH196T-P,,19,"1440,900",,5,,16:10
Asus VW196T-P,,19,"1440,900",,5,,16:10
Asus VW226T-TAA,,22,"1680,1050",,5,,16:10
Asus VB175T,,17,"1280,1024",,5,,5:4
Asus ML248H,,24,"1920,1080",,2,,16:9
Asus VE276Q,,27,"1920,1080",,2,,16:9
Asus VE198D,,19,"1440,900",,5,,16:10
Asus VW199T-P,,19.1,"1440,900",,5,,16:10
Asus VK278Q,,27,"1920,1080",,2,,16:9
Asus VW224T,,22,"1680,1050",,5,,16:10
BenQ BL2201PU,,22,"1680,1050",,5,TN,16:10
BenQ XL2410T,,23.6,"1920,1080",120,2,TN,16:9
LG M2380D-PU,,23,"1920,1080",,5,TN,16:9
LG E2750VR-SN,,27,"1920,1080",,5,TN,16:9
LG E2281VR-BN,,22,"1920,1080",,5,,16:9
LG IPS226V-PN,,21.5,"1920,1080",,8,IPS,16:9
LG E2370V-BF,,23,"1920,1080",,14,IPS,16:9
NEC LCD175M,,17,"1280,1024",,5,,5:4
NEC LCD2190UXp-BK,,21.3,"1600,1200",,16,,4:3
NEC P221W-BK-SV,,22,"1680,1050",,8,,16:10
NEC MD212MC,,21.3,"1600,1200",,20,,4:3
NEC EA221WM-BK,,22,"1680,1050",,5,,16:10
NEC PA241W-BK-SV,,24.1,"1920,1200",,16,,16:10
HP LE1911i,,19,"1280,1024",,5,,5:4
Hannspree HZ281HPB,,27.5,"1920,1200",,3,,16:10
Hannspree HW-173ABB,,17,"1440,900",,5,,16:10
Hannspree HW-191APB,,19,"1440,900",,5,,16:10
HP LE2201w,,22,"1680,1050",,5,,16:10
Hannspree HX-191DPB,,19,"1280,1024",,5,,5:4
Hannspree HL227DBB,,21.5,"1920,1080",,5,,16:9
Hannspree HH241DPB,,23.6,"1920,1080",,5,,16:9
Hannspree HZ201DPB,,20,"1600,900",,5,,16:9
HP LA1905wg,,19,"1440,900",,5,,16:10
Hannspree HZ194APB,,18.5,"1366,768",,5,,16:9
Hannspree HF225DPB,,21.5,"1920,1080",,5,,16:9
Hannspree SL231DPB,,23,"1920,1080",,5,,16:9
HP ZR30w,,30,"2560,1600",,7,IPS,16:10
Compaq LA1905wg,,19,"1440,900",,5,TN,16:10
HP S1933,,18.5,"1366,768",,5,TN,16:9
Compaq LE1911i,,19,"1280,1024",,5,,5:4
Planar PL1910M-WH,,19,"1280,1024",,5,,5:4
Lenovo L2251P,,22,"1680,1050",,5,,16:10
Planar PX2210MW,,21.6,"1920,1080",,5,,16:9
Lenovo L2251X,,22,"1680,1050",,5,,16:10
Planar PL1700-BK,,17,"1280,1024",,5,,5:4
Compaq LA1905wg,,19,"1440,900",,5,TN,16:10
Planar 997-2795-00-BN,,17,"1280,1024",,5,,5:4
HP LE1901wm,,19,"1440,900",,5,,16:10
Planar PL1711M-BK,,17,"1280,1024",,5,,5:4
Planar PL1711M-WH,,17,"1280,1024",,5,,5:4
HP LA1951G,,19,"1280,1024",,5,,5:4
Planar PL1700M,,17,"1280,1024",,8,,5:4
Planar PL1910M,,19,"1280,1024",,5,,5:4
Lenovo L2321x,,23,"1920,1080",,5,,16:9
NEC P221W-BK,,22,"1680,1050",,8,,16:10
Planar PL1911M-BK,,19,"1280,1024",,5,,5:4
HP ZR22w,,21.5,"1920,1080",,8,IPS,16:9
NEC LCD2490W2-BK-SV,1080.72,24,"1920,1200",,8,IPS,16:10
HP LE1911,206.4,19,"1280,1024",,5,,5:4
NEC PA271W-BK,,27,"2560,1440",,16,,16:9
NEC PA241W-BK,,24.1,"1920,1200",,8,,16:10
Gateway FHX2402Lbid,,24,"1920,1080",,5,TN,16:9
HP LE1751g,,17,"1280,1024",,5,,5:4
Gateway FHX2152Lbd,,21.5,"1920,1080",,5,TN,16:9
HP LA1951g,,19,"1280,1024",,5,,5:4
HP LE1901wi,,19,"1440,900",,5,,16:10
NEC LCD2090UXi-BK-1,,20.1,"1600,1200",,16,IPS,4:3
Planar PX2411MW,,23.6,"1920,1080",,2,,16:9
Planar PX2710MW,,27,"1920,1080",,2,,16:9
Planar PL2010MW,203.55,20,"1600,900",,5,,16:9
NEC EA232WMi,,23,"1920,1080",,14,IPS,16:9
Planar SA2311W,,23,"1920,1080",120,2,,16:9
NEC EX231W-BK,,23,"1920,1080",,5,,16:9
Planar PJ19W,,18.5,"1366,768",,5,,16:9
Planar PX2211MW,,21.6,"1920,1080",,5,,16:9
NEC E231W-BK,,23,"1920,1080",,5,,16:9
NEC EA241WM-BK,,24,"1920,1200",,5,,16:10
NEC AS171-BK,,17,"1280,1024",,5,,5:4
NEC AS191WM-BK,,19,"1440,900",,5,,16:10
NEC E222W-BK,,22,"1680,1050",,5,,16:10
Planar 997-5260-00-BN,,19,"1440,900",,5,,16:10
Samsung TC240,,23.6,"1920,1080",,5,,16:9
Planar PL1920M,,19,"1280,1024",,5,,5:4
Planar SA2311W,,23,"1920,1080",120,2,,16:9
Planar PL1911MW,,19,"1440,900",,5,,16:10
Hannspree HH193DPB,,19,"1280,1024",,5,,5:4
NEC E201W-BK,,20,"1600,900",,,,16:9
Acer B273Hbmidhz,,27,"1920,1080",,5,,16:9
Acer B223WGJbmdr,,22,"1680,1050",,5,,16:10
Acer V183HLAJb,,18.5,"1366,768",,5,TN,16:9
Hannspree HL193ABB,,18.5,"1366,768",,5,,16:9
NEC AS231WM-BK,,23,"1920,1080",,5,,16:9
Samsung P1980ER,,19,"1280,1024",,5,,5:4
Planar PL1700M-BK(997-2796-00),,17,"1280,1024",,5,,5:4
Planar PL1910W,,18.5,"1366,768",,5,,16:9
BenQ VW2420H,,24,"1920,1080",,25,,16:9
Samsung NC240,,23.6,"1920,1080",,5,,16:9
HP 2509p,,25,"1920,1080",,3,,16:9
ViewSonic VA1906a-LED,,19,"1366,768",,5,,16:9
NEC LCD2090UXi-BK-SV,,20.1,"1600,1200",,16,,4:3
NEC PA231W-BK,,23,"1920,1080",,8,,16:9
Samsung S27A750D,,27,"1920,1080",,2,,16:9
Acer V203HCJbd,,20,"1600,900",,5,,16:9
NEC AS221WM-BK,,22,"1680,1050",,5,,16:10
ViewSonic VA1931wm,,19,"1366,768",,5,,16:9
NEC LCD2490WUXi2-BK,,24,"1920,1200",,8,,16:10
Asus ML238H,,23,"1920,1080",,2,,16:9
Acer V203HCJbmd,,20,"1600,900",,5,,16:9
LG L1942PE-BS,,19,"1280,1024",,5,,5:4
LG W2246PM-BF,,21.5,"1920,1080",,5,,16:9
HP LA2006x,,20,"1600,900",,5,,16:9
Asus VE248HL-TAA,,24,"1920,1080",,2,,16:9
Planar PL1900,,19,"1280,1024",,5,,5:4
HP ZR24w,,24,"1920,1200",60,7,,16:10
HP LE1901wi,,19,"1440,900",,5,TN,16:10
Dell E2011H,,20,"1600,900",,5,,16:9
Acer H274HLbmd,,27,"1920,1080",,5,TN,16:9
Samsung S22A100N,,21.5,"1920,1080",,5,,16:9
Samsung B2330,,23,"1920,1080",,5,,16:9
NEC AS192-BK,,19,"1280,1024",,5,TN,5:4
ViewSonic VG1932wm-LED,,19,"1440,900",,5,,16:10
LG N1941W-KIT,,19,"1366,768",,5,,16:9
Asus VS198D-P,,19,"1440,900",,5,,16:10
Hannspree HF-237HPB,,23,"1920,1080",,5,,16:9
Hannspree HF-257HPB,,24.6,"1920,1080",,2,,16:9
ViewEra V196BN,,19,"1280,1024",,5,,5:4
ViewSonic VA2231wm-LED,,22,"1920,1080",,5,,16:9
ViewSonic VP2365-LED,,23,"1920,1080",,6,IPS,16:9
Asus MT276HE,,27,"1920,1080",,2,,16:9
ViewSonic VG2732m-LED,,27,"1920,1080",,3,,16:9
Planar PL2210W,,22,"1920,1080",,5,,16:9
Dell E2311H,,23,"1920,1080",,5,TN,16:9
Planar 997-6502-00,,24,"1920,1080",,5,,16:9
Planar PL1702,,17,"1280,1024",,5,,5:4
Samsung NC190-1,,19,"1280,1024",,5,,5:4
Samsung C23A750X,,23,"1920,1080",,2,,16:9
Acer S200HLAbd,,20,"1600,900",,5,TN,16:9
Samsung S27A850D,,27,"2560,1440",,5,,16:9
LG E2210P-BN,,22,"1680,1050",,5,,16:10
Samsung 320MP-3,,32,"1366,768",,8,,16:9
ViewEra V172SV-B,,17,"1280,1024",,8,,5:4
ViewEra V191BN-B,,19,"1280,1024",,5,,5:4
NEC E321,,32,"1366,768",,8,,16:9
LG M3204CCBA,,32,"1366,768",,,,16:9
ViewSonic CD3225,759.74,32,"1920,1080",,8,,16:9
NEC V321-2,,32,"1366,768",,8,,16:9
Planar PXL2430MW,,23.5,"1920,1080",,5,,16:9
ViewSonic VP2765-LED,,27,"1920,1080",,5,,16:9
Samsung E2420L,,23.6,"1920,1080",,5,,16:9
LG W3000H-Bn,,30,"2560,1600",,5,IPS,16:10
Acer G245HQ Abmid,,23.6,"1920,1080",,5,TN,16:9
NEC EX201W-BK,,20,"1600,900",,5,TN,16:9
iZ3D H220Z1,,22,"1680,1050",,5,,16:10
DoubleSight DS-220C,,21.5,"1920,1080",,5,TN,16:9
DoubleSight DS- 2200WA,,21.5,"1920,1080",,5,TN,16:9
DoubleSight DS-275W,,27,"2560,1440",,6,,16:9
NEC P241W-BK,799,24.1,"1920,1200",,8,,16:10
DoubleSight DS-277W,,27,"2560,1440",,6,IPS,16:9
DoubleSight DS-1900SA,,19,"1280,1024",,5,,5:4
HP ZR2040w,,20,"1600,900",,7,IPS,16:9
Planar PL1900,,19,"1280,1024",,5,,5:4
ViewSonic VA1938WA-LED,,19,"1366,768",,5,,16:9
DoubleSight DS-307W,,30,"2560,1600",,7,IPS,16:10
HP LP2480zx,,24,"1920,1200",,12,IPS,16:10
Compaq LE1911,206.4,19,"1280,1024",,5,,5:4
DoubleSight DS-245V,,24,"1920,1200",,5,IPS,16:10
Dell ST2321L,,23,"1920,1080",,5,,16:9
HP 2011x (XP597AA#ABA),,20,"1600,900",,5,TN,16:9
HP 2511x (XP599AA#ABA),,25,"1920,1080",,5,TN,16:9
Samsung BX2350,,23,"1920,1080",,2,,16:9
ViewEra V185MV,,18.5,"1366,768",,5,,16:9
Dell S2230MX,,21.5,"1920,1080",60,2,,16:9
ViewSonic VG2228wm-LED,,22,"1920,1080",,5,,16:9
Samsung S19A200NW,,19,"1440,900",,5,TN,16:10
ViewSonic V3D231,,23,"1920,1080",,2,,16:9
Acer V203HL BJbmd,,20,"1600,900",60,5,TN,16:9
Dell E2311H,,23,"1920,1080",,5,TN,16:9
AOC i2353Ph,,23,"1920,1080",60,5,,16:9
AOC e1621Sw,,16,"1366,768",60,8,,16:9
AOC 2236Vwa,,22,"1920,1080",60,5,,16:9
Acer HR274Hbmii,,27,"1920,1080",60,2,TN,16:9
Acer S235HLbii,,23,"1920,1080",60,5,TN,16:9
Acer V243HQAJbmd,,23.6,"1920,1080",60,5,TN,16:9
Acer V213HLBJbd,,21.5,"1920,1080",60,5,TN,16:9
Acer B233HL Jbmdh,,23,"1920,1080",60,5,TN,16:9
Acer V203HLBJbd,,20,"1600,900",60,5,TN,16:9
Acer V243HL DJbmd,,24,"1920,1080",60,5,TN,16:9
Acer V213HLBJbmd,,21.5,"1920,1080",60,5,TN,16:9
Acer V273H bmidz,,27,"1920,1080",60,5,TN,16:9
Dell U3011,,30,"2560,1600",60,7,IPS,16:10
BenQ XL2420TX,,24,"1920,1080",120,5,TN,16:9
BenQ GW2450HM,,24,"1920,1080",,4,,16:9
Samsung LS24A650SS/ZA,,24,"1920,1080",60,8,,16:9
Samsung S24A450BW-1,,24,"1920,1200",,5,,16:10
Samsung S22A650S,,21.5,"1920,1080",60,8,,16:9
Samsung S24A450BW,,24,"1920,1200",,5,TN,16:10
Samsung T27B750ND,,27,"1920,1080",,5,TN,16:9
Samsung S22A460B-1,,21.5,"1920,1080",,5,,16:9
Samsung EX2020X,,20,"1600,900",,5,,16:9
Samsung S22A450MW,,22,"1680,1050",,5,,16:10
Samsung S20B300B,,20,"1600,900",60,5,TN,16:9
Samsung S24A460B-1,,24,"1920,1080",,5,,16:9
Samsung S19A450MW,,19,"1440,900",,5,TN,16:10
Samsung 943BWT-TAA-1,,19,"1440,900",,5,,16:10
Samsung S24A450MW,,24,"1920,1200",60,5,TN,16:10
Samsung C24A650X,,24,"1920,1080",,8,,16:9
Samsung S27B750V,,27,"1920,1080",,2,TN,16:9
Samsung S22A200B,,21.5,"1920,1080",,5,TN,16:9
Samsung S24B750V,,24,"1920,1080",,2,TN,16:9
Samsung S27A650D,,27,"1920,1080",60,8,,16:9
Samsung S24A650D,,24,"1920,1080",60,8,,16:9
Samsung S27B550V,,27,"1920,1080",,2,TN,16:9
BenQ RL2450HT,,24,"1920,1080",,5,TN,16:9
BenQ GW2250,,21.5,"1920,1080",,4,,16:9
Dell P1911,,19,"1440,900",,5,,16:10
Dell E2211H,,21.5,"1920,1080",,5,TN,16:9
AOC e2250Swdn,,22,"1920,1080",60,5,,16:9
Hannspree SM198DPR,,19,"1440,900",,5,,16:10
Acer G236HLBbd,,23,"1920,1080",60,5,TN,16:9
Hannspree HF235DPB,,23,"1920,1080",,5,,16:9
Hannspree HF205DPB,,20,"1600,900",,5,,16:9
Acer V203HLBJObd,,20,"1600,900",60,5,TN,16:9
Hannspree SM238DPR,,23,"1920,1080",,5,,16:9
ViewSonic VG2239M-LED,,22,"1920,1080",,5,,16:9
NEC E322,,32,"1366,768",,8,,16:9
NEC EA232WMI-BK,,23,"1920,1080",,14,IPS,16:9
Hannspree HL249DPB,,23.6,"1920,1080",,5,,16:9
AOC e2351F,,23,"1920,1080",60,5,,16:9
NEC EA243WM-BK,,24,"1920,1200",,5,TN,16:10
ViewSonic VA2342-LED,,23,"1920,1080",,5,,16:9
V7 460FP-3/SBB-DT3,,18.5,"1366,768",,5,,16:9
HP L2201x,,21.5,"1920,1080",60,16,,16:9
LG IPS231B-BN,,23,"1920,1080",,5,IPS,16:9
ViewSonic VX2336S-LED,,23,"1920,1080",,14,IPS,16:9
Samsung S24A450B,,24,"1920,1080",60,5,TN,16:9
NEC PA271W-BK-SV,,27,"2560,1440",,16,IPS,16:9
Acer V243HL DJObmd,,24,"1920,1080",60,5,,16:9
NEC AS241W-BK,,24,"1920,1080",,5,TN,16:9
Gateway HX2001L bmd,,20,"1600,900",60,5,,16:9
HP LA2405x,,24,"1920,1200",60,5,,16:10
Asus VB175T-TAA,,17,"1280,1024",,5,,5:4
HP ZR2740w,,27,"2560,1440",60,14,IPS,16:9
ViewSonic VA1912A-LED,,19,"1366,768",,5,,16:9
Hannspree HE225DPB,,21.5,"1920,1080",,5,,16:9
HP LA2206x,,21.5,"1920,1080",60,5,,16:9
Planar PXL2451MW,,23.6,"1920,1080",60,5,,16:9
NEC PA231W-BK-SV,,23,"1920,1080",,8,,16:9
Hannspree HL229DPB,,21.5,"1920,1080",,5,,16:9
LG E2211PU-BN,,22,"1920,1080",,5,,16:9
LG E2441T-BN,,24,"1920,1080",,5,,16:9
ViewSonic VA2251M-LED,,22,"1920,1080",,5,,16:9
LG N1910LZ-BF,,19,"1280,1024",,5,TN,5:4
LG IPS234T-PN,,23,"1920,1080",,14,IPS,16:9
LG E2211T-BN,,22,"1920,1080",,5,,16:9
HP LE2002x,,20,"1600,900",60,5,,16:9
HP LE2202x,,21.5,"1920,1080",,5,TN,16:9
LG IPS224T-PN,,22,"1920,1080",,14,IPS,16:9
LG EB2442T-BN,,24,"1920,1080",,5,,16:9
LG IPS225T-BN,,21.5,"1920,1080",,8,IPS,16:9
LG EB2242T-BN,,22,"1920,1080",,5,,16:9
LG IPS235V-BN,,23,"1920,1080",,5,IPS,16:9
HP LE2002XM,,20,"1600,900",60,5,,16:9
V7 LED236W3-8N,,23.6,"1920,1080",,5,,16:9
LG EW224T,,22,"1920,1080",,5,,16:9
LG E2050T-SN,,20,"1600,900",,5,,16:9
HP LE2002x,,20,"1600,900",,5,TN,16:9
ViewSonic VA2451M-TAA,,24,"1920,1080",,5,,16:9
LG IPS235T-BN,,23,"1920,1080",,8,IPS,16:9
ViewSonic VA2251M-TAA,,22,"1920,1080",,5,,16:9
LG D2342PB-PN,,23,"1920,1080",,5,,16:9
Acer S202HLbd,,20,"1600,900",,5,TN,16:9
LG N2210WZ-BF,,22,"1680,1050",,5,TN,16:10
ViewSonic VX2703MH-LED,,27,"1920,1080",,3,,16:9
ViewSonic VA1931wm-LED,,19,"1366,768",60,5,,16:9
LaCie 324i,,24,"1920,1200",60,6,IPS,16:10
HP W2371d (B3A19AA#ABA),,23,"1920,1080",60,5,TN,16:9
Asus VW226TL-TAA,,22,"1680,1050",,5,,16:10
LG E2211TB-BN,,22,"1920,1080",,5,,16:9
Asus VK248H-CSM,,24,"1920,1080",,2,,16:9
HP LA2206xc,,21.5,"1920,1080",60,5,,16:9
Hannspree HL248DPB,,23.6,"1920,1080",,5,,16:9
Hannspree HL269DPB,,26,"1920,1080",,5,,16:9
HP L191s,,19,"1280,1024",60,5,,5:4
Eizo S2433WFS-BK,,24,"1920,1200",,6,,16:10
Hannspree HL190ABB,,18.5,"1366,768",,5,,16:9
Lenovo LS1922,,18.5,"1366,768",,5,,16:9
NEC LCD1990SXi-BK,,19,"1280,1024",,18,IPS,5:4
LG E2711PY-BN,,27,"1920,1080",60,5,,16:9
Acer B243HL DJObmdr,,24,"1920,1080",,5,,16:9
LG E1910T-BN,,18.5,"1280,1024",,5,,5:4
HP LV1911,,18.5,"1366,768",60,5,,16:9
HP L240w,,24,"1920,1200",60,5,TN,16:10
ViewSonic VA2451M-LED,,24,"1920,1080",,5,,16:9
Lenovo LS2221,,21.5,"1920,1080",,5,,16:9
ViewSonic VA2232WM-LED,,22,"1680,1050",,5,,16:10
Lenovo LS2421p,,23.6,"1920,1080",,5,,16:9
Lenovo LT2323p,,23,"1920,1080",,5,,16:9
Lenovo LT2452p,,24,"1920,1200",,7,IPS,16:10
Planar PL1900,,19,"1280,1024",,5,,5:4
Planar PX2611W,,26,"1920,1200",,5,IPS,16:10
V7 LED185W2R-8N,,18.5,"1366,768",75,5,,16:9
NEC EA223WM-BK,,22,"1680,1050",,5,TN,16:10
V7 LED236W3R-8N,,24,"1920,1080",75,5,,16:9
Lenovo LT2252p,,22,"1680,1050",60,5,,16:10
V7 LED215W2R-8N,,21.5,"1920,1080",75,5,,16:9
LaCie 324i,,24,"1920,1200",60,6,IPS,16:10
DoubleSight DS-1900S-R,,19,"1280,1024",60,8,,5:4
NEC LCD175M-BK,,17,"1280,1024",,5,,5:4
Planar PLL1910W,,18.5,"1366,768",60,5,,16:9
NEC ASLCD93VX-BK,,19,"1280,1024",,5,,5:4
NEC ASLCD194WXM-BK,,19,"1440,900",,5,,16:10
NEC LCD2490WUXi-BK-SV,,24.1,"1920,1200",,16,,16:10
NEC LCD175VXM+BK,,17,"1280,1024",,5,,5:4
Acer G245Hbmid,,24,"1920,1080",,5,,16:9
Acer P238HLbd,,23,"1920,1080",60,5,TN,16:9
ViewSonic VA926,,19,"1280,1024",,5,,5:4
NEC EA222WMe-BK,,22,"1680,1050",,5,TN,16:10
ViewSonic VP2655wb,,26,"1920,1200",,,IPS,16:10
ViewSonic VX2739WM,,27,"1920,1080",,1,TN,16:9
HP ZR2740w,,27,"2560,1440",60,12,IPS,16:9
LG EW234T-PN,,23,"1920,1080",,5,TN,16:9
Planar PL1910M,,19,"1280,1024",,5,,5:4
HP L2311c,,23,"1920,1080",,5,TN,16:9
Planar 997-6498-00-BN,,22,"1920,1080",75,5,,16:9
Eizo SX2462W-BK,,24.1,"1920,1200",,5,IPS,16:10
Eizo CG223W-BK,,22,"1680,1050",,6,,16:10
Eizo S1921XSH-BK,,19,"1280,1024",,20,,5:4
NEC P241W-BK-SV,,24,"1920,1200",85,8,IPS,16:10
Planar PLL1900MW,,19,"1366,768",60,5,,16:9
ViewSonic VX2460h-LED,,24,"1920,1080",,2,,16:9
AOC E943FWSK,,18.5,"1366,768",60,5,,16:9
V7 LED185W1-8N,,18.5,"1366,768",,5,,16:9
V7 LED215W2-8N,,21.5,"1920,1080",,5,,16:9
V7 D22W12A-N6,,22,"1680,1050",76,5,,16:10
Acer S181HL Gb,,18.5,"1366,768",,5,,16:9
Planar 997-6501-00,,22,"1920,1080",60,5,,16:9
Planar 997-6473-00,,21.5,"1600,900",60,5,,16:9
Acer G185HVb,,18.5,"1366,768",60,5,TN,16:9
Acer G276HLDbmid,,27,"1920,1080",60,6,,16:9
Acer V203HLBJObmd,,20,"1600,900",60,5,TN,16:9
Acer V173 DJObm,,17,"1280,1024",75,5,,5:4
Acer V173 DJObd,,17,"1280,1024",75,5,TN,5:4
Acer G245HQLbd,,23.6,"1920,1080",60,5,TN,16:9
ViewSonic VG2239M-TAA,,22,"1920,1080",,5,,16:9
Samsung S19B220NW,,19,"1440,900",,5,,16:10
HP 1912nm,,18.5,"1366,768",,5,,16:9
Samsung S19B420B,,18.5,"1366,768",,5,,16:9
V7 LED236W3R-HDMI,,24,"1920,1080",,5,,16:9
ViewSonic VA705-LED,,17,"1280,1024",,5,,5:4
LG N2311AZ-BF,,23,"1920,1080",,14,IPS,16:9
AOC E2060SDA,,20,"1600,900",,5,,16:9
Samsung LF19PPBCB/ZA,,19,"1280,1024",,5,,5:4
AOC E2243FWSK,,22,"1920,1080",60,5,,16:9
V7 LED215W2R-DVI,,21.5,"1920,1080",,5,,16:9
AOC E2343FSK,,23,"1920,1080",60,5,,16:9
V7 LED215W2R-SPEAKERS,,21.5,"1920,1080",,5,,16:9
Asus VB178T,,17,"1280,1024",,5,,5:4
ViewSonic VG2439M-TAA,,24,"1920,1080",60,5,,16:9
ViewSonic VP2770-LED,,27,"2560,1440",,12,IPS,16:9
Samsung S24A650S,,24,"1920,1080",60,8,,16:9
Acer G206HLBbd,,20,"1600,900",60,5,TN,16:9
Dell S2440L,,24,"1920,1080",60,6,,16:9
HP C0H31A8#ABA,,23,"1920,1080",60,5,,16:9
Zalman MZ215ED,,21.5,"1920,1080",,5,,16:9
ViewSonic VX2370Smh-LED,,23,"1920,1080",,7,IPS,16:9
Zalman MZ240ED,,24,"1920,1080",,5,,16:9
Acer G215HVBbd,,21.5,"1920,1080",60,5,TN,16:9
Zalman MZ230ED,,23,"1920,1080",,5,,16:9
LG IPS224V-PN,,21.5,"1920,1080",,14,IPS,16:9
AOC E2460SWD,,24,"1920,1080",60,5,,16:9
HP L2311c,,23,"1920,1080",60,5,,16:9
Asus VE278H,,27,"1920,1080",,2,,16:9
Lenovo 3028LB2,,23,"1920,1080",,7,,16:9
NEC EA224WMi-BK,,22,"1920,1080",,5,IPS,16:9
Acer M230A,,23,"1920,1080",,5,TN,16:9
Acer B193LAJObmdh,,19,"1280,1024",75,5,TN,5:4
Acer V193LAJObd,,19,"1280,1024",75,5,TN,5:4
Acer V193LAJObm,,19,"1280,1024",75,5,TN,5:4
Acer B223WL,,22,"1680,1050",,5,,16:10
Acer V223WL,,22,"1680,1050",,5,,16:10
Acer S271HLCbid,,27,"1920,1080",60,6,,16:9
Acer V233HLBJObd,,23,"1920,1080",60,5,TN,16:9
Acer S181HLMb,,18.5,"1366,768",,5,,16:9
Asus VG27AH,,27,"1920,1080",,5,IPS,16:9
BenQ VW2430H,,24,"1920,1080",,4,,16:9
Auria EQ276W,,27,"2560,1440",60,6,IPS,16:9
V7 LED215W2RS-8N,,22,"1920,1080",,5,,16:9
V7 LED185W2RS-8N,,18.5,"1366,768",,5,,16:9
AOC E2051F,,20,"1600,900",60,5,,16:9
AOC E2260SWDN,,21.5,"1920,1080",60,5,,16:9
DoubleSight DS-1700-R,,17,"2560,1024",75,8,,5:2
LG E2722PY-BN,,27,"1920,1080",,14,IPS,16:9
Sony SSML24F1,,24,"1920,1080",,,,16:9
LG IPS237L-BN,,23,"1920,1080",,5,IPS,16:9
LG IPS277L-BN,,27,"1920,1080",,5,IPS,16:9
Samsung S24A850DW,,24,"1920,1080",,5,,16:9
V7 LED215W2-DVI,,21.5,"1920,1080",,5,,16:9
ViewSonic VA2037m-LED,,20,"1600,900",,5,,16:9
ViewSonic VA2406m-LED,,24,"1920,1080",,5,,16:9
ViewSonic VA926-LED,,19,"1280,1024",,5,,5:4
ViewSonic VG732m-LED,,17,"1280,1024",,,,5:4
ViewSonic VX2270Smh-LED,,22,"1920,1080",,7,IPS,16:9
Dell U2713H,,27,"2560,1440",60,6,IPS,16:9
Asus PA249Q,,24,"1920,1200",,6,IPS,16:10
Asus VX238H-W,,23,"1920,1080",,1,TN,16:9
Acer V196WLb,,19,"1440,900",60,5,TN,16:10
Acer V196WLbm,,19,"1440,900",60,5,TN,16:10
Acer B226WLymdr,,22,"1680,1050",60,5,TN,16:10
Acer V226WLbmd,,22,"1680,1050",60,5,TN,16:10
Acer V226WLbd,,22,"1680,1050",60,5,TN,16:10
Acer B246HLymdr,,24,"1920,1080",60,5,TN,16:9
Acer V246HLbd,145.81,24,"1920,1080",60,5,TN,16:9
Acer UM.HB6AA.001,,27,"1920,1080",60,6,IPS,16:9
Acer B233HLBJObmdh,,23,"1920,1080",60,5,TN,16:9
Acer B226HQLAymdr,,21.5,"1920,1080",60,8,TN,16:9
Acer V226HQLAbd,,21.5,"1920,1080",60,8,TN,16:9
Acer UM.WV6AA.A02 (V226HQL Abmd),,21.5,"1920,1080",60,8,TN,16:9
AOC E2260SD,,22,"1680,1050",60,5,TN,16:10
AOC E2460SD,,24,"1920,1080",60,5,TN,16:9
AOC E960SN,,19,"1366,768",,,TN,16:9
AOC E960SRDA,,19,"1280,1024",60,5,TN,5:4
Acer G196HQLb,,18.5,"1366,768",60,5,TN,16:9
ViewSonic VA2703-LED,,27,"1920,1080",,,TN,16:9
LG 24EA53V-P,,23.8,"1920,1080",,5,IPS,16:9
Dell E2313H,,23,"1920,1080",60,5,TN,16:9
DoubleSight DS-245V2,,24,"1920,1200",75,5,IPS,16:10
DoubleSight DS-309W,,30,"2560,1600",,7,IPS,16:10
Acer S236HLtmjj,214.57,23,"1920,1080",60,6,IPS,16:9
Asus VW22AT-CSM,,22,"1680,1050",,5,TN,16:10
Gateway KX2153bd,,21.5,"1920,1080",60,5,TN,16:9
HP 2311gt (QJ684AA#ABA),,23,"1920,1080",60,5,TN,16:9
HP C4D30AA#ABA,,21.5,"1920,1080",60,7,IPS,16:9
HP ZR2330w,,23,"1920,1080",60,14,IPS,16:9
HP C9E49AA#ABA,,21.5,"1920,1080",,5,TN,16:9
HP P201,,20,"1600,900",,5,TN,16:9
HP C9F26AA#ABA,,20,"1600,900",,5,TN,16:9
HP P201m,,20,"1600,900",,5,TN,16:9
HP C9V73A8#ABA,,20,"1600,900",,5,TN,16:9
HP C9V73AA#ABA,,20,"1600,900",60,5,TN,16:9
HP C9V75A8#ABA,,23,"1920,1080",60,5,TN,16:9
HP C9V75AA#ABA,,23,"1920,1080",60,5,TN,16:9
HP C9V76AA#ABA,,21.5,"1920,1080",60,5,TN,16:9
HP D2W67A8#ABA,234.7,19,"1280,1024",60,5,TN,5:4
HP D2W67AA#ABA,,19,"1280,1024",,5,TN,5:4
HP EM887AA,,19,"1280,1024",,5,TN,5:4
HP Envy 27,,27,"1920,1080",60,7,IPS,16:9
Samsung C27A650X,,27,"1920,1080",,8,,16:9
Samsung LS22B420BWN/ZA,,22,"1680,1050",,5,,16:10
Samsung NS240,,24,"1920,1200",,5,,16:10
Samsung S19C200NY,,18.5,"1366,768",,5,TN,16:9
